で,助詞-接続助詞,助詞,接続助詞,,
批判,名詞-サ変接続,名詞,サ変接続,,
さ,動詞-自立,動詞,自立,,
れ,動詞-接尾,動詞,接尾,,
、,記号-読点,記号,読点,,
「,記号-括弧開,記号,括弧開,,
名,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
名乗れ,動詞-自立,動詞,自立,,
」,記号-括弧閉,記号,括弧閉,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
反撃,名詞-サ変接続,名詞,サ変接続,,
する,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
は,助詞-係助詞,助詞,係助詞,,
論点のすり替え,名詞-固有名詞-一般,名詞,固有名詞,一般,
だ,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
匿名,名詞-一般,名詞,一般,,
じゃ,助詞-副助詞,助詞,副助詞,,
なけれ,助動詞,助動詞,,,
ば,助詞-接続助詞,助詞,接続助詞,,
何,名詞-代名詞-一般,名詞,代名詞,一般,
を,助詞-格助詞-一般,助詞,格助詞,一般,
言っ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
も,助詞-係助詞,助詞,係助詞,,
いい,形容詞-自立,形容詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
か,助詞-副助詞／並立助詞／終助詞,助詞,副助詞／並立助詞／終助詞,,
ね,助詞-終助詞,助詞,終助詞,,
？,記号-一般,記号,一般,,
アフリカ,名詞-固有名詞-地域-一般,名詞,固有名詞,地域,一般
に,助詞-格助詞-一般,助詞,格助詞,一般,
ルーツ,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
持つ,動詞-自立,動詞,自立,,
細川バレンタイン,名詞-固有名詞-人名-一般,名詞,固有名詞,人名,一般
さん,名詞-接尾-人名,名詞,接尾,人名,
が,助詞-格助詞-一般,助詞,格助詞,一般,
差別,名詞-サ変接続,名詞,サ変接続,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
は,助詞-係助詞,助詞,係助詞,,
ない,形容詞-自立,形容詞,自立,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
言っ,動詞-自立,動詞,自立,,
た,助動詞,助動詞,,,
上,名詞-非自立-副詞可能,名詞,非自立,副詞可能,
で,助詞-格助詞-一般,助詞,格助詞,一般,
こう,副詞-助詞類接続,副詞,助詞類接続,,
言っ,動詞-自立,動詞,自立,,
てる,動詞-非自立,動詞,非自立,,
ん,名詞-非自立-一般,名詞,非自立,一般,
だ,助動詞,助動詞,,,
から,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
千原せいじ,名詞-固有名詞-人名-一般,名詞,固有名詞,人名,一般
さん,名詞-接尾-人名,名詞,接尾,人名,
は,助詞-係助詞,助詞,係助詞,,
今回,名詞-副詞可能,名詞,副詞可能,,
は,助詞-係助詞,助詞,係助詞,,
間違え,動詞-自立,動詞,自立,,
てる,動詞-非自立,動詞,非自立,,
。,記号-句点,記号,句点,,
↓,記号-一般,記号,一般,,
ナイジェリア,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
における,助詞-格助詞-連語,助詞,格助詞,連語,
「,記号-括弧開,記号,括弧開,,
コーンロウ,名詞-固有名詞-一般,名詞,固有名詞,一般,
」,記号-括弧閉,記号,括弧閉,,
に対する,助詞-格助詞-連語,助詞,格助詞,連語,
一般,名詞-一般,名詞,一般,,
的,名詞-接尾-形容動詞語幹,名詞,接尾,形容動詞語幹,
な,助動詞,助動詞,,,
認識,名詞-サ変接続,名詞,サ変接続,,
として,助詞-格助詞-連語,助詞,格助詞,連語,
、,記号-読点,記号,読点,,
「,記号-括弧開,記号,括弧開,,
男性,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
やる,動詞-自立,動詞,自立,,
場合,名詞-副詞可能,名詞,副詞可能,,
は,助詞-係助詞,助詞,係助詞,,
、,記号-読点,記号,読点,,
バッドボーイ,名詞-固有名詞-一般,名詞,固有名詞,一般,
的,名詞-接尾-形容動詞語幹,名詞,接尾,形容動詞語幹,
な,助動詞,助動詞,,,
ファッション,名詞-一般,名詞,一般,,
　,記号-空白,記号,空白,,
女性,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
やる,動詞-自立,動詞,自立,,
場合,名詞-副詞可能,名詞,副詞可能,,
は,助詞-係助詞,助詞,係助詞,,
、,記号-読点,記号,読点,,
社会的,名詞-固有名詞-一般,名詞,固有名詞,一般,
に,助詞-格助詞-一般,助詞,格助詞,一般,
それ,名詞-代名詞-一般,名詞,代名詞,一般,
が,助詞-格助詞-一般,助詞,格助詞,一般,
フォーマル,名詞-形容動詞語幹,名詞,形容動詞語幹,,
に,助詞-副詞化,助詞,副詞化,,
装える,動詞-自立,動詞,自立,,
髪形,名詞-一般,名詞,一般,,
として,助詞-格助詞-連語,助詞,格助詞,連語,
認知,名詞-サ変接続,名詞,サ変接続,,
さ,動詞-自立,動詞,自立,,
れ,動詞-接尾,動詞,接尾,,
て,助詞-接続助詞,助詞,接続助詞,,
い,動詞-非自立,動詞,非自立,,
ます,助動詞,助動詞,,,
」,記号-括弧閉,記号,括弧閉,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
説明,名詞-サ変接続,名詞,サ変接続,,
。,記号-句点,記号,句点,,
「,記号-括弧開,記号,括弧開,,
だから,接続詞,接続詞,,,
、,記号-読点,記号,読点,,
女性,名詞-一般,名詞,一般,,
なら,助動詞,助動詞,,,
ば,助詞-接続助詞,助詞,接続助詞,,
ok,名詞-固有名詞-一般,名詞,固有名詞,一般,
　,記号-空白,記号,空白,,
日本,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
の,助詞-連体化,助詞,連体化,,
学校,名詞-一般,名詞,一般,,
なら,助動詞,助動詞,,,
ば,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
女子,名詞-一般,名詞,一般,,
は,助詞-係助詞,助詞,係助詞,,
髪,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
伸ばし,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
良い,形容詞-非自立,形容詞,非自立,,
！,記号-一般,記号,一般,,
ポニーテール,名詞-一般,名詞,一般,,
も,助詞-係助詞,助詞,係助詞,,
良い,形容詞-非自立,形容詞,非自立,,
！,記号-一般,記号,一般,,
みたい,名詞-非自立-形容動詞語幹,名詞,非自立,形容動詞語幹,
な,助動詞,助動詞,,,
の,名詞-非自立-一般,名詞,非自立,一般,
と,助詞-格助詞-一般,助詞,格助詞,一般,
同じ,連体詞,連体詞,,,
です,助動詞,助動詞,,,
」,記号-括弧閉,記号,括弧閉,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
し,動詞-自立,動詞,自立,,
た,助動詞,助動詞,,,
批判,名詞-サ変接続,名詞,サ変接続,,
する,動詞-自立,動詞,自立,,
人,名詞-一般,名詞,一般,,
（,記号-括弧開,記号,括弧開,,
匿名,名詞-一般,名詞,一般,,
）,記号-括弧閉,記号,括弧閉,,
も,助詞-係助詞,助詞,係助詞,,
反論,名詞-サ変接続,名詞,サ変接続,,
する,動詞-自立,動詞,自立,,
人,名詞-一般,名詞,一般,,
（,記号-括弧開,記号,括弧開,,
千原,名詞-固有名詞-人名-姓,名詞,固有名詞,人名,姓
さん,名詞-接尾-人名,名詞,接尾,人名,
）,記号-括弧閉,記号,括弧閉,,
も,助詞-係助詞,助詞,係助詞,,
、,記号-読点,記号,読点,,
感情的,名詞-固有名詞-一般,名詞,固有名詞,一般,
に,助詞-格助詞-一般,助詞,格助詞,一般,
なっ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
いる,動詞-非自立,動詞,非自立,,
時点,名詞-一般,名詞,一般,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
まとも,名詞-形容動詞語幹,名詞,形容動詞語幹,,
な,助動詞,助動詞,,,
議論,名詞-サ変接続,名詞,サ変接続,,
は,助詞-係助詞,助詞,係助詞,,
出来,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
思い,動詞-自立,動詞,自立,,
ます,助動詞,助動詞,,,
ので,助詞-接続助詞,助詞,接続助詞,,
話,名詞-サ変接続,名詞,サ変接続,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
し,動詞-自立,動詞,自立,,
た,助動詞,助動詞,,,
所,名詞-非自立-副詞可能,名詞,非自立,副詞可能,
で,助詞-格助詞-一般,助詞,格助詞,一般,
あまり,副詞-助詞類接続,副詞,助詞類接続,,
意味,名詞-サ変接続,名詞,サ変接続,,
は,助詞-係助詞,助詞,係助詞,,
無い,形容詞-自立,形容詞,自立,,
かも,助詞-副助詞,助詞,副助詞,,
しれ,動詞-自立,動詞,自立,,
ませ,助動詞,助動詞,,,
ん,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
逆,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
、,記号-読点,記号,読点,,
ひろゆき,名詞-固有名詞-人名-名,名詞,固有名詞,人名,名
さん,名詞-接尾-人名,名詞,接尾,人名,
あたり,名詞-接尾-一般,名詞,接尾,一般,
と,助詞-格助詞-一般,助詞,格助詞,一般,
ディベート,名詞-サ変接続,名詞,サ変接続,,
し,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
み,動詞-非自立,動詞,非自立,,
て,助詞-接続助詞,助詞,接続助詞,,
は,助詞-係助詞,助詞,係助詞,,
いかが,名詞-形容動詞語幹,名詞,形容動詞語幹,,
でしょ,助動詞,助動詞,,,
う,助動詞,助動詞,,,
か,助詞-副助詞／並立助詞／終助詞,助詞,副助詞／並立助詞／終助詞,,
？,記号-一般,記号,一般,,
私,名詞-代名詞-一般,名詞,代名詞,一般,
は,助詞-係助詞,助詞,係助詞,,
23年,名詞-固有名詞-一般,名詞,固有名詞,一般,
ほど,助詞-副助詞,助詞,副助詞,,
前,名詞-副詞可能,名詞,副詞可能,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
都立高校,名詞-固有名詞-一般,名詞,固有名詞,一般,
に,助詞-格助詞-一般,助詞,格助詞,一般,
通っ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
い,動詞-非自立,動詞,非自立,,
まし,助動詞,助動詞,,,
た,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
そこそこ,副詞-助詞類接続,副詞,助詞類接続,,
偏差値,名詞-固有名詞-一般,名詞,固有名詞,一般,
の,助詞-連体化,助詞,連体化,,
高い,名詞-一般,名詞,一般,,
高校,名詞-一般,名詞,一般,,
でし,助動詞,助動詞,,,
た,助動詞,助動詞,,,
が,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
コーンロウ,名詞-固有名詞-一般,名詞,固有名詞,一般,
の,助詞-連体化,助詞,連体化,,
友達,名詞-一般,名詞,一般,,
結構,副詞-一般,副詞,一般,,
い,動詞-自立,動詞,自立,,
まし,助動詞,助動詞,,,
た,助動詞,助動詞,,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
いう,動詞-自立,動詞,自立,,
か,助詞-副助詞／並立助詞／終助詞,助詞,副助詞／並立助詞／終助詞,,
親友,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
女の子,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
コーンロウ,名詞-固有名詞-一般,名詞,固有名詞,一般,
。,記号-句点,記号,句点,,
時には,副詞-一般,副詞,一般,,
アフロ,名詞-固有名詞-人名-一般,名詞,固有名詞,人名,一般
生徒,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
思想,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
大事,名詞-形容動詞語幹,名詞,形容動詞語幹,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
し,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
くれる,動詞-非自立,動詞,非自立,,
先生,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
多く,形容詞-自立,形容詞,自立,,
こらこら,感動詞,感動詞,,,
ー,名詞-一般,名詞,一般,,
。,記号-句点,記号,句点,,
くらい,助詞-副助詞,助詞,副助詞,,
で,助動詞,助動詞,,,
卒業式,名詞-固有名詞-一般,名詞,固有名詞,一般,
も,助詞-係助詞,助詞,係助詞,,
コーンロウ,名詞-固有名詞-一般,名詞,固有名詞,一般,
の,助詞-連体化,助詞,連体化,,
まま,名詞-非自立-副詞可能,名詞,非自立,副詞可能,
出,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
まし,助動詞,助動詞,,,
た,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
別,接頭詞-名詞接続,接頭詞,名詞接続,,
部屋,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
は,助詞-係助詞,助詞,係助詞,,
さ,動詞-自立,動詞,自立,,
れ,動詞-接尾,動詞,接尾,,
ませ,助動詞,助動詞,,,
ん,助動詞,助動詞,,,
でし,助動詞,助動詞,,,
た,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
23年前,名詞-固有名詞-一般,名詞,固有名詞,一般,
に,助詞-格助詞-一般,助詞,格助詞,一般,
です,助動詞,助動詞,,,
よ,助詞-終助詞,助詞,終助詞,,
！,記号-一般,記号,一般,,
今,名詞-副詞可能,名詞,副詞可能,,
は,助詞-係助詞,助詞,係助詞,,
卒業式,名詞-固有名詞-一般,名詞,固有名詞,一般,
別,名詞-接尾-一般,名詞,接尾,一般,
に,助詞-格助詞-一般,助詞,格助詞,一般,
さ,動詞-自立,動詞,自立,,
れ,動詞-接尾,動詞,接尾,,
ちゃ,助詞-接続助詞,助詞,接続助詞,,
うん,動詞-自立,動詞,自立,,
だ,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
びっくり,名詞-サ変接続,名詞,サ変接続,,
し,動詞-自立,動詞,自立,,
まし,助動詞,助動詞,,,
た,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
彼女,名詞-代名詞-一般,名詞,代名詞,一般,
も,助詞-係助詞,助詞,係助詞,,
そう,副詞-助詞類接続,副詞,助詞類接続,,
です,助動詞,助動詞,,,
が,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
みんないい子,名詞-固有名詞-一般,名詞,固有名詞,一般,
でし,助動詞,助動詞,,,
た,助動詞,助動詞,,,
よ,助詞-終助詞,助詞,終助詞,,
。,記号-句点,記号,句点,,
髪型,名詞-一般,名詞,一般,,
や,助詞-並立助詞,助詞,並立助詞,,
制服,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
乱れ,名詞-一般,名詞,一般,,
とか,助詞-並立助詞,助詞,並立助詞,,
関係,名詞-サ変接続,名詞,サ変接続,,
ない,形容詞-自立,形容詞,自立,,
じゃん,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
私,名詞-代名詞-一般,名詞,代名詞,一般,
は,助詞-係助詞,助詞,係助詞,,
思っ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
い,動詞-非自立,動詞,非自立,,
ます,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
結局,名詞-副詞可能,名詞,副詞可能,,
校則,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
あっ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
も,助詞-係助詞,助詞,係助詞,,
やる,動詞-自立,動詞,自立,,
人,名詞-一般,名詞,一般,,
は,助詞-係助詞,助詞,係助詞,,
やる,動詞-自立,動詞,自立,,
。,記号-句点,記号,句点,,
やら,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
人,名詞-一般,名詞,一般,,
は,助詞-係助詞,助詞,係助詞,,
やら,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
ん,名詞-非自立-一般,名詞,非自立,一般,
です,助動詞,助動詞,,,
よ,助詞-終助詞,助詞,終助詞,,
。,記号-句点,記号,句点,,
汚,形容詞-自立,形容詞,自立,,
ない,助動詞,助動詞,,,
言葉,名詞-一般,名詞,一般,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
言い返す,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
を,助詞-格助詞-一般,助詞,格助詞,一般,
見る,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
は,助詞-係助詞,助詞,係助詞,,
単純,名詞-形容動詞語幹,名詞,形容動詞語幹,,
に,助詞-副詞化,助詞,副詞化,,
気分,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
悪い,形容詞-自立,形容詞,自立,,
です,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
感情,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
任せ,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
で,助詞-接続助詞,助詞,接続助詞,,
筋道,名詞-一般,名詞,一般,,
立てて,副詞-一般,副詞,一般,,
話せ,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
の,名詞-非自立-一般,名詞,非自立,一般,
か,助詞-副助詞／並立助詞／終助詞,助詞,副助詞／並立助詞／終助詞,,
な,助詞-終助詞,助詞,終助詞,,
。,記号-句点,記号,句点,,
その,連体詞,連体詞,,,
上,名詞-非自立-副詞可能,名詞,非自立,副詞可能,
で,助詞-格助詞-一般,助詞,格助詞,一般,
の,助詞-連体化,助詞,連体化,,
批判,名詞-サ変接続,名詞,サ変接続,,
や,助詞-並立助詞,助詞,並立助詞,,
議論,名詞-サ変接続,名詞,サ変接続,,
なら,助動詞,助動詞,,,
ば,助詞-接続助詞,助詞,接続助詞,,
お互い,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
まだ,副詞-助詞類接続,副詞,助詞類接続,,
冷静,名詞-形容動詞語幹,名詞,形容動詞語幹,,
かつ,接続詞,接続詞,,,
有意義,名詞-形容動詞語幹,名詞,形容動詞語幹,,
に,助詞-副詞化,助詞,副詞化,,
話す,動詞-自立,動詞,自立,,
こと,名詞-非自立-一般,名詞,非自立,一般,
が,助詞-格助詞-一般,助詞,格助詞,一般,
出来る,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
で,助動詞,助動詞,,,
は,助詞-係助詞,助詞,係助詞,,
。,記号-句点,記号,句点,,
目立ち,動詞-自立,動詞,自立,,
たかっ,助動詞,助動詞,,,
た,助動詞,助動詞,,,
だけ,助詞-副助詞,助詞,副助詞,,
でしょ,助動詞,助動詞,,,
？,記号-一般,記号,一般,,
無断,名詞-一般,名詞,一般,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
やっ,動詞-自立,動詞,自立,,
てる,動詞-非自立,動詞,非自立,,
とこ,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
悪質,名詞-形容動詞語幹,名詞,形容動詞語幹,,
。,記号-句点,記号,句点,,
先生,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
断っ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
ダメ,名詞-形容動詞語幹,名詞,形容動詞語幹,,
だっ,助動詞,助動詞,,,
た,助動詞,助動詞,,,
が,助詞-接続助詞,助詞,接続助詞,,
こだわり,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
あっ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
かじゃ,名詞-一般,名詞,一般,,
ない,形容詞-自立,形容詞,自立,,
。,記号-句点,記号,句点,,
よく,副詞-一般,副詞,一般,,
校則,名詞-一般,名詞,一般,,
に対して,助詞-格助詞-連語,助詞,格助詞,連語,
自由,名詞-形容動詞語幹,名詞,形容動詞語幹,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
説く,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
が,助詞-格助詞-一般,助詞,格助詞,一般,
流行り,動詞-自立,動詞,自立,,
の,助詞-連体化,助詞,連体化,,
風潮,名詞-一般,名詞,一般,,
だ,助動詞,助動詞,,,
が,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
校則,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
緩く,形容詞-自立,形容詞,自立,,
なっ,動詞-自立,動詞,自立,,
た,助動詞,助動詞,,,
ばかり,助詞-副助詞,助詞,副助詞,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
寿司,名詞-一般,名詞,一般,,
テロ,名詞-一般,名詞,一般,,
みたい,名詞-非自立-形容動詞語幹,名詞,非自立,形容動詞語幹,
に,助詞-副詞化,助詞,副詞化,,
ルール,名詞-一般,名詞,一般,,
守れ,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
やつ,名詞-代名詞-一般,名詞,代名詞,一般,
が,助詞-格助詞-一般,助詞,格助詞,一般,
で,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
くる,動詞-非自立,動詞,非自立,,
一面,名詞-一般,名詞,一般,,
は,助詞-係助詞,助詞,係助詞,,
ない,助動詞,助動詞,,,
か,助詞-副助詞／並立助詞／終助詞,助詞,副助詞／並立助詞／終助詞,,
？,記号-一般,記号,一般,,
髪型,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
件,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
どう,副詞-助詞類接続,副詞,助詞類接続,,
な,助動詞,助動詞,,,
の,名詞-非自立-一般,名詞,非自立,一般,
か,助詞-副助詞／並立助詞／終助詞,助詞,副助詞／並立助詞／終助詞,,
は,助詞-係助詞,助詞,係助詞,,
分から,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
です,助動詞,助動詞,,,
が,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
せい,名詞-副詞可能,名詞,副詞可能,,
じさ,動詞-自立,動詞,自立,,
ん,助動詞,助動詞,,,
が,助詞-接続助詞,助詞,接続助詞,,
言っ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
いる,動詞-非自立,動詞,非自立,,
こと,名詞-非自立-一般,名詞,非自立,一般,
は,助詞-係助詞,助詞,係助詞,,
一理,名詞-一般,名詞,一般,,
ある,動詞-自立,動詞,自立,,
。,記号-句点,記号,句点,,
ネット上では,名詞-固有名詞-一般,名詞,固有名詞,一般,
どこ,名詞-代名詞-一般,名詞,代名詞,一般,
の,助詞-連体化,助詞,連体化,,
誰か,名詞-一般,名詞,一般,,
分から,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
こと,名詞-非自立-一般,名詞,非自立,一般,
を,助詞-格助詞-一般,助詞,格助詞,一般,
いい,形容詞-自立,形容詞,自立,,
こと,名詞-非自立-一般,名詞,非自立,一般,
に,助詞-格助詞-一般,助詞,格助詞,一般,
、,記号-読点,記号,読点,,
好き,名詞-形容動詞語幹,名詞,形容動詞語幹,,
勝手,名詞-形容動詞語幹,名詞,形容動詞語幹,,
言う,動詞-自立,動詞,自立,,
人,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
一定,名詞-サ変接続,名詞,サ変接続,,
数,名詞-接尾-一般,名詞,接尾,一般,
いる,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
は,助詞-係助詞,助詞,係助詞,,
事実,名詞-副詞可能,名詞,副詞可能,,
。,記号-句点,記号,句点,,
少なくとも,副詞-一般,副詞,一般,,
せい,動詞-自立,動詞,自立,,
じ,助動詞,助動詞,,,
さん,名詞-接尾-人名,名詞,接尾,人名,
は,助詞-係助詞,助詞,係助詞,,
せい,動詞-自立,動詞,自立,,
じ,助動詞,助動詞,,,
さん,名詞-接尾-人名,名詞,接尾,人名,
で,助動詞,助動詞,,,
ある,助動詞,助動詞,,,
こと,名詞-非自立-一般,名詞,非自立,一般,
を,助詞-格助詞-一般,助詞,格助詞,一般,
隠す,動詞-自立,動詞,自立,,
こと,名詞-非自立-一般,名詞,非自立,一般,
なく,形容詞-自立,形容詞,自立,,
攻撃,名詞-サ変接続,名詞,サ変接続,,
（,記号-括弧開,記号,括弧開,,
批判,名詞-サ変接続,名詞,サ変接続,,
）,記号-括弧閉,記号,括弧閉,,
し,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
いる,動詞-非自立,動詞,非自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
だ,助動詞,助動詞,,,
から,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
それ,名詞-代名詞-一般,名詞,代名詞,一般,
は,助詞-係助詞,助詞,係助詞,,
せい,動詞-自立,動詞,自立,,
じ,助動詞,助動詞,,,
さん,名詞-接尾-人名,名詞,接尾,人名,
の,助詞-連体化,助詞,連体化,,
意見,名詞-サ変接続,名詞,サ変接続,,
な,助動詞,助動詞,,,
ので,助詞-接続助詞,助詞,接続助詞,,
別に,副詞-一般,副詞,一般,,
私,名詞-代名詞-一般,名詞,代名詞,一般,
は,助詞-係助詞,助詞,係助詞,,
批判,名詞-サ変接続,名詞,サ変接続,,
する,動詞-自立,動詞,自立,,
つもり,名詞-非自立-一般,名詞,非自立,一般,
も,助詞-係助詞,助詞,係助詞,,
ない,形容詞-自立,形容詞,自立,,
。,記号-句点,記号,句点,,
学校,名詞-一般,名詞,一般,,
側,名詞-接尾-一般,名詞,接尾,一般,
から,助詞-格助詞-一般,助詞,格助詞,一般,
抗議,名詞-サ変接続,名詞,サ変接続,,
さ,動詞-自立,動詞,自立,,
れ,動詞-接尾,動詞,接尾,,
た,助動詞,助動詞,,,
として,助詞-格助詞-連語,助詞,格助詞,連語,
も,助詞-係助詞,助詞,係助詞,,
、,記号-読点,記号,読点,,
全,接頭詞-名詞接続,接頭詞,名詞接続,,
てせい,名詞-一般,名詞,一般,,
じさ,名詞-一般,名詞,一般,,
ん,名詞-非自立-一般,名詞,非自立,一般,
の,助詞-連体化,助詞,連体化,,
責任,名詞-一般,名詞,一般,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
対応,名詞-サ変接続,名詞,サ変接続,,
す,動詞-自立,動詞,自立,,
べき,助動詞,助動詞,,,
こと,名詞-非自立-一般,名詞,非自立,一般,
だ,助動詞,助動詞,,,
し,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
する,動詞-自立,動詞,自立,,
でしょ,助動詞,助動詞,,,
う,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
意見,名詞-サ変接続,名詞,サ変接続,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
述べる,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
は,助詞-係助詞,助詞,係助詞,,
自由,名詞-形容動詞語幹,名詞,形容動詞語幹,,
でしょ,助動詞,助動詞,,,
う,助動詞,助動詞,,,
が,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
攻撃,名詞-サ変接続,名詞,サ変接続,,
的,名詞-接尾-形容動詞語幹,名詞,接尾,形容動詞語幹,
な,助動詞,助動詞,,,
こと,名詞-非自立-一般,名詞,非自立,一般,
を,助詞-格助詞-一般,助詞,格助詞,一般,
発言,名詞-サ変接続,名詞,サ変接続,,
