id1,id2,comment1,comment2,similarity
401,946,冤罪 じゃ ない の か ？ ,不倫 でも し て たん じゃ ない ？ ,0.318211145
272,952,恐い 事件 、 まるで ドラマ の よう 、 どうして バレ た の か 、 お子さん の 状態 が とても 心配 。 ,２ 時間 ドラマ の よう な 事件 ,0.318170178
203,334,毒殺 は 調べれ ば すぐ バレる じゃん 。 ,めちゃくちゃ エリート じゃん 。 ,0.318165213
96,610,検死 で かならず エタノール 中毒 が 見つかる のに 。 ,メタノール 中毒 って 、 アルコール 中毒 と 同様 に 遅効 性 の 中毒 だ から 、 家 の 中 で 摂取 し た と は 限ら ない 。 ,0.317928065
796,981,頭 悪い すぎ 。 ,頭 が 良い よう で 悪い ん だろ う な 、 、 、 バレる に 決まっ てる ,0.317752368
816,893,奥さん の 方 が 高 学歴 で 優秀 だっ た のに 、 結婚 で 辞め ちゃっ た の ね … 。 ,退職 し た 奥さん の 方 が 優秀 だっ たら 皮肉 だ ね 。 ,0.317540308
169,419,奥さん が 京都大 学 大学院 まで 出 て 就職 し て 3 年 で 退職 って とこ に びっくり し て しまっ た 。 ,妻 は 京都大 学 大学院 で 修士 号 を 取得 。 ,0.317380934
301,652,よく わかり ませ ん けど 。 ,それ が 女 なら 、 わかり やすい 事件 な ん だ が … … 。 ,0.317271929
286,857,この 手 の プロフェッショナル な のに 、 メタノール なんて 使う か な ‥ ,子供 も いる のに この 男 は 何 やっ て ん の ？ ,0.317257585
401,895,冤罪 じゃ ない の か ？ ,さすが に 誤認 逮捕 じゃ ない か ？ ,0.317107126
800,1000,ドラマ みたい な こと 本当に する やつ いる ん だ な ,不謹慎 だけ と 刑事 物 の ドラマ みたい … 。 ,0.317083731
838,1009,もっと 知ら ない 薬品 とか 手 に 入ら ない 薬 とか あり そう だ けど 。 ,不倫 し て た とか な の か な 。 。 ,0.317006956
270,1004,冤罪 の 感 あり 。 ,ドラマ で あり そう な 事件 だ な ,0.316964111
314,902,薬品 の プロ が メタノール 使う か 疑問 だ けど ね 。 ,なんで 簡単 に ばれる 薬品 使う か ね 。 ,0.316892262
111,601,血 中 に ギ 酸 が あれ ば メタノール が 怪しい と の こと 。 ,メタノール か 。 ,0.316706832
354,898,何 が あっ た ん だろ う か ？ ,殺し たい ほど の 何 か が あっ た ん です ね 。 ,0.316611543
898,936,殺し たい ほど の 何 か が あっ た ん です ね 。 ,何 か あっ た ん だろ う ね ,0.316611543
99,268,子供 も いる の に 何故 殺そ う と 思っ た の か ？ ,何故 メタノール を 選ぶ ？ ,0.316106805
291,992,夫婦 の こと は 夫婦 に しか わから ない けれど 、 お子さん は ショック だろ う な … ,中 々 の 高学歴 夫婦 ,0.316075381
432,1001,年収 １ ０ ０ ０ 万 以上 は 確実 に 稼い で い た と 思う 。 ,夫婦 で いくら 稼い で い た ん だろ う 。 ,0.315759321
359,843,メタノール って 結構 匂い キツ い 記憶 な ん だ けど 、 どう やっ て 飲ま せ た ん だろ こ わっ … ,メタノール を 飲ま せ て 殺し た って ？ ,0.315641358
648,1018,第 一 三共 も 大した 事 ない な 。 ,第 一 三共 も 落ち た な ,0.315403918
809,945,見 た 感じ 、 会社 員 だ と は 思わ なかっ た 。 ,俺 か っけ え ｣ って 、 感じ や な 。 ,0.315384255
105,822,それから 報道 は 既に 夫 が 犯人 の よう に 書い て いる が 、 まだ 「 容疑 者 」 だ よ ん 。 ,犯人 扱い は まだ 早い よう な 。 ,0.315286464
279,839,どう やっ て 証拠 を 見つける の だろ う 。 ,本当に やっ た の か な ？ ,0.315052248
15,205,だからこそ 不自然 に 体内 に 残存 し て い たら 一番 に 疑わ れる こと は 、 薬物 の プロフェッショナル で ある 本人 は 当然 分かっ て い た はず 。 ,何 か 不自然 な 所 が ある 。 ,0.315027485
207,596,怖 さ を 知っ て いる 化学 者 が やる べき 事 で は ない そんなに 奥さん 憎けりゃ わかれれ ば いい のに 奥さん 可哀想 だ な 子供 は お母さん 亡くなり お父さん が 犯人 って 悲し すぎる ,お母さん は 亡くなり 、 お父さん は お母さん を 殺害 し た 容疑 で 逮捕 。 ,0.314958922
465,466,子ども が かわい そう 。 ,子ども を 持っ た なら 、 常に 自分 の 行動 が 子ども に 与える 影響 を 考える べき 。 ,0.314882845
130,1007,他 人事 だ と 思っ て たら です よ ね 。 ,ばれ ない と 思っ た の ？ ,0.31470897
105,990,それから 報道 は 既に 夫 が 犯人 の よう に 書い て いる が 、 まだ 「 容疑 者 」 だ よ ん 。 ,まだ 容疑 者 の 段階 や で 。 ,0.314482839
312,631,お子さん が かわいそう で しかた ない 。 ,残さ れ た 子供 が かわいそう だ な ・ ・ ・ ・ ,0.314317719
312,673,お子さん が かわいそう で しかた ない 。 ,子供 が 一 人 残さ れ て かわいそう だ よ 。 ,0.314317719
288,670,いや 、 小学生 の お子さん 、 お母さん と お父さん を 同時に 無くし て しまっ た 、 、 、 だ な 。 ,お母さん は 殺さ れ て 、 お父さん は 刑務所 。 ,0.314253887
699,920,どんなに 頭 が よかろ う が ， こいつ は アホ 確定 。 ,サイコパス か こいつ ？ ,0.314251132
616,623,戦後 は メチル 飲ん で たって 、 大きな 間違い です 。 ,戦後 、 メチル 、 バク ダン 　 密造 酒 。 ,0.314057912
100,768,離婚 を 選ば なかっ た 理由 が 原因 だろ う な 。 ,離婚 という 選択肢 は ！ なかっ た の か な ？ ,0.31367094
95,534,メタノール 使う なんて 直ぐ に バレる 毒殺 方法 で 殺害 とか 、 直ぐ に バレ て 捕まる って 思い 至ら ない の か ね ？ ,検死 すれ ば 直ぐ に バレる こと は 分かっ て いる 人 でしょ 。 ,0.313625696
31,329,しかし 何で こんな 事 を やっ て しまっ た の か 。 ,こんな こと 。 ,0.313614107
823,982,製薬 大手 「 第 一 三共 」 ,大手 に 勤務 する 40 代 の 顔 じゃ ない ね ^   ^; ,0.313487419
104,656,報道 を そのまま 信じれ ば 、 警察 は 今 ちょっと 危ない 橋 を 渡っ てる 。 ,これ は 危ない な 。 ,0.31327755
237,536,「 ミノン 」 など を 展開 し て いる 第 一 三共 の 現役 研究 職 社員 だっ た の です ね 。 ,まさか 第 一 三共 の 社員 の 話 だっ た と は 、 驚き まし た 。 ,0.313077597
406,682,記事 に は 出せ ない よう な 証拠 が あっ て から の 逮捕 な ん だ と 信じ たい 。 ,自 死 で は ない 証拠 が 出 た の だろ う か 。 ,0.312857102
0,931,職場 は 研究 者 が 多く 、 接する 機会 も 多々 ある が 、 専門 分野 において は ずば抜け て 高い ものの 、 関心 が なかっ たり する 分野 は 一般 常識 レベル で も 全く 知ら ない という こと が ある ので 驚く こと も ある 。 ,妻 で ある ま え に ,0.312822571
225,338,子供 が かわいそう だ 。 ,子供 は どう なる 。 ,0.312766259
338,348,子供 は どう なる 。 ,子供 が かわいそう だ 。 ,0.312766259
338,894,子供 は どう なる 。 ,子供 も かわいそう だ 。 ,0.312766259
259,985,なんか 、 コナン の 事件 とか に 出 て き そう な 事件 。 ,古畑 任 三郎 が 出 て き そう な 事件 です ね 。 ,0.312702033
984,1048,頭 良い やつ は 不思議 な 犯罪 犯す よ ね 。 ,酷い やつ 。 ,0.31270114
866,935,子供 が 本当に 本当に かわい そう 。 ,詳細 と 本当に 殺害 か わから ない から なんとも 。 ,0.312545398
665,1012,サスペンス ドラマ みたい です が 、 学歴 エリート で も 頭脳 明晰 で は 無い の か 病死 偽装 は 普通 に バレる でしょ う 。 ,ドラマ みたい な 事件 だ な ,0.312081317
402,719,なんか 不思議 な ん だ けど 。 ,統合 失調 症 か なんか か な ？ ,0.312053428
602,1009,肝硬変 とか か な 。 ,不倫 し て た とか な の か な 。 。 ,0.312005912
598,965,奥さん の 方 が 優秀 だっ た ん だろ う ね 。 ,まっしぐら な のに 余程 奥さん が イヤ だっ だ の か ？ ,0.311904854
573,849,詳細 が 判 から ない から 、 他殺 な の か 、 自殺 な の か 、 判ら ない が 証拠 が 何処 に も ない という の も 謎 だ よ ね 。 ,自殺 の 可能 性 は ない の 。 ,0.311801699
504,950,社内 の 業務 上 の 死 で は 無 さ そう な のに 、 社名 まで 出さ れる と は 、 風評 被害 、 大丈夫 です か 。 ,学歴 まで 出さ なく て も ー 。 ,0.311616523
664,944,容疑 者 は 写真 見た目 で 派手 な 芸能人 みたい です が 、 夫婦 共 に 経歴 が 凄い です ね 。 ,見た目 から し て 、 ｢ ,0.311611241
43,487,真相 は 、 その 先 だ 。 ,今後 、 裁判 で 真相 が 明らか に さ れる だろ う ！ ,0.311507432
358,367,ドラマ みたい な 話 ,前髪 雨 降っ てる みたい ,0.311382763
793,929,毒 母 は 見 てる だけ 。 ,経歴 だけ 見る と 優秀 。 ,0.311362573
592,910,最近 の ドラマ で も 科捜研 の 操作 は いつも 犯人 は 逮捕 さ れ ます 。 ,なんだか 科捜研 の ドラマ に あり そう な 事件 。 ,0.311307279
985,1004,古畑 任 三郎 が 出 て き そう な 事件 です ね 。 ,ドラマ で あり そう な 事件 だ な ,0.311274888
3,22,ショッキング な ニュース で は あり ます が 、 現時点 で は 警察 が 逮捕 し た と いう だけ です 。 ,逮捕 と いう だけ で 、 罪 が 確定 し て いる か の よう な 書き方 は 違う と 思う 。 ,0.311068229
247,778,当然 解剖 すれ ば 、 薬物 が で て き て 、 疑わ れる だろ う し 。 ,仕事 柄 自分 が 疑わ れる よう な こと する か な ？ ,0.311028595
244,838,奥さん で 実験 し て た とか じゃ ない よ ね … 。 ,もっと 知ら ない 薬品 とか 手 に 入ら ない 薬 とか あり そう だ けど 。 ,0.310870479
1004,1022,ドラマ で あり そう な 事件 だ な ,まるで ドラマ みたい 。 ,0.310760256
456,980,母親 は 亡くなっ て 父親 は 殺人 容疑 で 逮捕 。 ,母親 を 父親 に 毒殺 さ れ 、 残さ れ た お子さん が 不憫 で 可哀想 過ぎる 、 、 、 ,0.310661976
263,705,これ は 起訴 する の 難しい の で は ? ,何 じゃ これ ！ ,0.310546859
6,79,薬学 の 知識 が ある 人 が 殺人 を 考える の なら 、 当然 証拠 の 残ら ない 方法 を 考える でしょ う 。 ,自分 なら 、 100 回 も そんな こと 繰り返す 前 に 違う 方法 考える な 、 、 。 ,0.310387497
248,312,お子さん が 気の毒 で なら ない 。 。 。 ,お子さん が かわいそう で しかた ない 。 ,0.31024759
624,931,間違い で 奥さん が 自分 で メタノール を 口 に する こと が ある だろ う か 。 ,妻 で ある ま え に ,0.310210219
64,802,父親 が 母親 を 殺害 し た 事 に 、 どれ だけ ショック を 受け た こと か 、 想像 に 難く ない 。 ,母親 を 父親 が 実害 し た … ,0.310048514
622,1042,ググ って み なさい 。 ,なん や 知ら ん が 、 前髪 を 切り なさい ！ ,0.309812303
174,248,お子さん が 心配 です ね 。 ,お子さん が 気の毒 で なら ない 。 。 。 ,0.309757278
422,513,夫婦 の 間 で 一体 何 が あっ た の か 。 ,動機 が あっ た ？ ,0.309626778
106,382,万一 、 やっ て なかっ たら どう する の ？ ,万一 妻 を 殺し て い た と し たら 、 学ん だ 学問 は 人 を 殺す ため の もの で は なかっ た だろ う ？ と ぜひ 自問自答 し て 頂き たい 。 ,0.309560592
469,722,どちら も 凄い エリート です が 、 一体 何 が あっ た の でしょ う か ？ ,一体 何 考え てる ん だ ？ ,0.309513606
264,346,子供 さん が 、 一番 心配 だ 。 ,お子さん が 本当に 心配 ,0.309448211
195,301,奥さん が よく 飲ま れる 方 なら 、 可能 かも だ けど 。 ,よく わかり ませ ん けど 。 ,0.309387949
352,990,俺 の 人生 まだ まし だ な 。 ,まだ 容疑 者 の 段階 や で 。 ,0.309301181
418,419,夫 は 北海道大学 で 修士 号 を とり 、 千葉大学 で 博士 号 取得 、 アメリカ の 大学 に 2 年間 留学 。 ,妻 は 京都大 学 大学院 で 修士 号 を 取得 。 ,0.309239327
321,346,残さ れ た 子供 が 心配 で かわいそう です 。 ,お子さん が 本当に 心配 ,0.309202023
326,345,社名 出す 必要 ない 気 が する ん だ けど 。 ,社名 公表 いる ん か 、 これ ,0.309032242
224,874,普通 に 話し合っ て 離婚 出来 なかっ た の か ？ ,嫌 なら 離婚 。 ,0.308975974
278,656,これ は 難しい 事件 。 ,これ は 危ない な 。 ,0.308934342
181,974,勉強 でき なく て も 思いやり が あり 優しい 人 　 も 多い の と 同じ で 、 勉強 でき て も 人 の 心 が ない 冷たい 人 　 は 多い の です 。 ,他 に いい 女 が でき た の か な ？ ,0.30882622
62,321,一番 の 被害 者 は たった 一 人 残さ れ た 子供 だ ね 。 ,残さ れ た 子供 が 心配 で かわいそう です 。 ,0.308786914
867,874,もう 分別 つくし 、 殺し たい くらい 嫌い なら その 前 に 離婚 しな よ ！ ！ ,嫌 なら 離婚 。 ,0.308765727
446,857,犯人 は この 人 な の か ？ ,子供 も いる のに この 男 は 何 やっ て ん の ？ ,0.308745133
607,955,本人 が 否定 し てる ので まだ なんとも 言え ない けど 。 ,夫 は 殺害 を 否定 。 ,0.30874167
272,365,恐い 事件 、 まるで ドラマ の よう 、 どうして バレ た の か 、 お子さん の 状態 が とても 心配 。 ,まるで 『 科捜研 の 女 』 の よう な 。 ,0.308675496
475,985,なんか 相棒 で あり そう な 事件 です ね 。 ,古畑 任 三郎 が 出 て き そう な 事件 です ね 。 ,0.308140112
364,743,エリート や な ,エリート 両親 の 子 → 人殺し の 子 、 しかも 母親 を 奪わ れ 犯人 が 父 。 ,0.307996595
743,808,エリート 両親 の 子 → 人殺し の 子 、 しかも 母親 を 奪わ れ 犯人 が 父 。 ,エリート な ん だ ね 。 ,0.307996595
643,1027,アルコール ランプ の 燃料 で そこら に 売っ てる よ 、 普通 もっと 解明 の でき ない 薬 じゃ 無い の ？ ,薬局 で 売っ てる な ,0.307980123
591,970,恥 で も 何 でも あり ませ ん 。 ,息子 さん が かわいそう で なり ませ ん 。 ,0.307924585
259,276,なんか 、 コナン の 事件 とか に 出 て き そう な 事件 。 ,そう だ 。 ,0.307921003
259,937,なんか 、 コナン の 事件 とか に 出 て き そう な 事件 。 ,根 は 深 そう だ ,0.307921003
7,403,司法 解剖 で 簡単 に 検出 さ れる よう な 手段 を 取る か どう か 。 ,素人 でも 簡単 に バレる よう な 手段 選ば ん でしょ う 。 ,0.307792575
106,839,万一 、 やっ て なかっ たら どう する の ？ ,本当に やっ た の か な ？ ,0.307779973
448,771,『 毒 と 薬 は 匙加減 一つ 』 と 言わ れ ます が 、 ここ まで 人生 の 匙加減 を 間違える と は ・ ・ ・ そして 、 残さ れ た 息子 さん が 不憫 で なり ませ ん 。 ,残さ れ た 子供 さん が 、 不憫 です 。 ,0.307762632
567,838,自宅 以外 で 上手い こと し て 入れ られ た とか も あり 得 なく は ない けど ね 。 ,もっと 知ら ない 薬品 とか 手 に 入ら ない 薬 とか あり そう だ けど 。 ,0.30774578
167,912,製薬 会社 の 研究 員 と 、 エタノール 、 を 結びつけ たかっ た の だろ う か 。 ,本当は 髪 が 生える 薬 の 研究 し たかっ た ん じゃ ない か 。 ,0.307726468
63,125,本当に お 気の毒 と しか 言え ない 。 ,御 長男 が 気の毒 だ 。 ,0.307561031
261,821,動機 は 何 だろ う ？ ,動機 と メタノール の 持ち込み ルート が 分から ない ので ,0.307374368
821,975,動機 と メタノール の 持ち込み ルート が 分から ない ので ,動機 は 何 だろ ？ ,0.307374368
101,714,夫 、 否認 し てる 。 ,容疑 者 が 否認 し て いる ので 勝手 な 事 は 言え ない が 続報 が 気 に なる 。 ,0.30734969
343,355,残さ れ た お子さん が 心配 です 。 ,お子さん が 気の毒 だ 。 ,0.307330135
31,839,しかし 何で こんな 事 を やっ て しまっ た の か 。 ,本当に やっ た の か な ？ ,0.307284087
406,470,記事 に は 出せ ない よう な 証拠 が あっ て から の 逮捕 な ん だ と 信じ たい 。 ,逮捕 の 決め て 、 つまり 証拠 が あっ た の か ？ ,0.307206901
364,795,エリート や な ,超 エリート な の だ が 、 まさか 本気 で こんな 殺人 方法 で バレ ない と 思っ た の か ? ,0.307174574
795,808,超 エリート な の だ が 、 まさか 本気 で こんな 殺人 方法 で バレ ない と 思っ た の か ? ,エリート な ん だ ね 。 ,0.307174574
204,720,それ を 承知 で 実行 し た と は 考え られ ない なぁ 。 ,通常 の 思考 で は 考え られ ない 。 ,0.306824404
723,979,嫌 なら 離婚 すれ ば いい だけ だろ 。 ,髪型 と いい 面 つき と いい 。 ,0.306780768
519,997,この ニュース を 聞い て 、 メタノール を 酒 に 混ぜ て 殺害 できる こと を 知り 模倣 する 事件 が 起き なけれ ば 良い が 。 ,殺害 できる 嫁 も い ない ,0.306721099
286,688,この 手 の プロフェッショナル な のに 、 メタノール なんて 使う か な ‥ ,薬物 の プロ が メタノール を 使う ？ ,0.30671169
443,974,だって 、 これ ほど に 頭 の いい 夫 なら 完全 犯罪 だって 、 でき そう だ から 、 もし やる として も 、 、 、 こんな 殺し 方 する か な 。 ,他 に いい 女 が でき た の か な ？ ,0.306558487
446,605,犯人 は この 人 な の か ？ ,研究 者 で 頭 も 良い 旦那 さん だ か も し 犯人 なら ,0.306554711
341,943,色々 と もったいない な ,犯罪 者 は 色々 新手 を 考える の な 、 関心 する わ ,0.306501975
827,1029,メタノール で 殺害 とか 痛み を やわらげる 研究 の 真 逆 だろ 、 ものすごく 苦しん で 亡くなっ た だろ う 。 ,メタノール で 殺害 ？ ,0.3064627
834,886,第 一 三共 入っ て 、 学位 も 取っ て 留学 し て 、 羨ましい 限り だ 。 ,1 と 3 が 入っ て ます ね 。 ,0.306388651
162,926,メタノール なんて 簡単 に 入手 できる し どう する ん だろ う これ 。 ,入手 先 も すぐ わかる だろ う 。 ,0.306242443
401,918,冤罪 じゃ ない の か ？ ,まだ 認め た わけ じゃ ない でしょ う 。 ,0.306090335
39,550,専門 的 知識 は 科捜研 の 専門 家 で 解明 する しか ない で あろ う 。 ,専門 知識 から の 殺人 だ と 、 見過ごさ れ て いる 件 も ある の だろ う な 。 ,0.306020768
469,579,どちら も 凄い エリート です が 、 一体 何 が あっ た の でしょ う か ？ ,何 か あっ た の か な 。 ,0.305509055
469,900,どちら も 凄い エリート です が 、 一体 何 が あっ た の でしょ う か ？ ,あっ た ん だ 。 。 。 ,0.305509055
311,355,おいおい 、 お子さん いる の か … 。 ,お子さん が 気の毒 だ 。 ,0.305363893
176,491,お子さん の 心 の ケア を 大事 に し て あげ て ほしい 。 ,せめて 嫁 の 親 が 健在 で 孫 に は まとも な 教育 を 受け させ て あげ て ほしい 。 ,0.305351601
240,904,小学生 の お子さん 、 今後 が 心配 です 。 ,小学生 の 長男 が 心配 周り の 大人 に ケア し て もらえ ます よう に ,0.305143251
499,950,母 だけ で なく ,学歴 まで 出さ なく て も ー 。 ,0.305106641
150,473,メタノール 、 メチルアルコール … 小さい とき 、 メチルアルコール と 言っ て い た が 、 今 は メタノール が 一般 的 ？ ,変 な 話 、 メチルアルコール なら 小学校 に も ある と 思う 。 ,0.304931262
218,308,すごい ハイスペック 夫婦 で 驚き 。 ,ハイスペック が 幸福 だ と は 限ら ない ん だ ね 。 ,0.304742131
598,624,奥さん の 方 が 優秀 だっ た ん だろ う ね 。 ,間違い で 奥さん が 自分 で メタノール を 口 に する こと が ある だろ う か 。 ,0.30469483
353,644,イケメン かも ,警察 の でっち上げ かも ね ,0.304611804
198,544,私 も 製薬 会社 で 研究 者 を し て いる が 、 正直 なぜ メタノール ？ と は 思っ た 。 ,まして 、 製薬 会社 て 、 、 、 ,0.304590963
62,771,一番 の 被害 者 は たった 一 人 残さ れ た 子供 だ ね 。 ,残さ れ た 子供 さん が 、 不憫 です 。 ,0.304519341
697,795,殺人 犯 。 ,超 エリート な の だ が 、 まさか 本気 で こんな 殺人 方法 で バレ ない と 思っ た の か ? ,0.304464481
260,579,何 が あっ た の か わから ない けど 、 博士 号 まで 取得 し た 人 だ から 、 エリート だ よ ね ？ ,何 か あっ た の か な 。 ,0.304454387
260,900,何 が あっ た の か わから ない けど 、 博士 号 まで 取得 し た 人 だ から 、 エリート だ よ ね ？ ,あっ た ん だ 。 。 。 ,0.304454387
360,974,ちょっと 髪 切っ た 方 が いい ね 。 ,他 に いい 女 が でき た の か な ？ ,0.304319745
272,961,恐い 事件 、 まるで ドラマ の よう 、 どうして バレ た の か 、 お子さん の 状態 が とても 心配 。 ,安い ドラマ の よう な 事件 だ ,0.304282597
140,328,会社 に も メタノール が あり ます 。 ,あり 得る の か な 。 ,0.304141512
852,1026,自殺 に つながる よう な 事情 を 捜査 中 の よう です ね 。 ,メタノール 自殺 ？ ,0.304093443
130,297,他 人事 だ と 思っ て たら です よ ね 。 ,って 疑問 に 思っ た ,0.304027546
21,410,本人 は 否認 し て いる し 、 明確 な 証拠 が ある という 訳 で も な さ そう 。 ,本人 は 否認 し て いる ので まだ 不 確定 で は あり ます が 、 この 状況 は 、 お子さん が 可哀想 です 。 ,0.303999317
325,760,第 一 三共 、 とばっちり で 気の毒 。 ,お子さん も 被害 者 も 気の毒 です ね 。 ,0.303906468
267,1017,もう 特定 一 種 の 別枠 組 の 試験 で よく ない か ,顔 が もう 普通 じゃ ない ,0.303759384
220,314,二つ 疑問 。 ,薬品 の プロ が メタノール 使う か 疑問 だ けど ね 。 ,0.303604686
481,601,クスリ の 専門 家 が メタノール で 妻 を 殺害 する か ？ ,メタノール か 。 ,0.303576094
85,177,バイオエタノール 暖炉 も 環境 に やさしい とか 言っ てる が 、 燃料 に は メタノール が 入っ てる し 、 身体 に 良く ない よ ね 。 ,メタノール なんて なん に でも 入っ てる だろ う 。 ,0.303546939
113,1042,何 が あっ た の か 知ら ない が 。 ,なん や 知ら ん が 、 前髪 を 切り なさい ！ ,0.303397355
499,929,母 だけ で なく ,経歴 だけ 見る と 優秀 。 ,0.303338095
434,675,メタノール って 失明 する だけ じゃ なく 、 少量 で 致死 率 が 高い ん です ね 。 ,メタノール 摂取 で 思い 浮かぶ の は 失明 だ が 、 致死 量 を 飲ま せ た わけ か 。 ,0.303078997
255,931,何 か 意味 深 な 理由 が ある の かも しれ ない 。 ,妻 で ある ま え に ,0.303056173
292,772,結婚 が 幸せ と は 限ら ない って こと だ な 。 ,これ を 機 に 、 金持ち と 結婚 し たい と 思わ ない こと だ な 。 ,0.302786005
188,240,心 の ケア が 心配 だ 。 ,小学生 の お子さん 、 今後 が 心配 です 。 ,0.302774232
191,401,ころっと いく 感じ じゃ ない し 、 、 ,冤罪 じゃ ない の か ？ ,0.302663543
185,189,そこ まで の 知識 が あり ながら メタノール を 選ぶ だ なんて 。 ,メタノール を 選ぶ という の は 違和感 が ある 。 ,0.302567274
699,1051,どんなに 頭 が よかろ う が ， こいつ は アホ 確定 。 ,最低 や な こいつ ,0.302277448
618,643,燃料 用 アルコール とか 、 航空機 用 燃料 と か 。 ,アルコール ランプ の 燃料 で そこら に 売っ てる よ 、 普通 もっと 解明 の でき ない 薬 じゃ 無い の ？ ,0.302062724
863,1009,ある と する と 奥さん が 不倫 し て 許せ なかっ た か 、 保険 金 目当て か ？ ,不倫 し て た とか な の か な 。 。 ,0.301826843
19,59,メタノール なんて 市販 の 燃料 用 アルコール に 含ま れ てる し 、 家族 に 毒 を 盛ら れる なんて 普通 は 考え ない 。 ,アルコール ランプ の 燃料 は メタノール です よ ね 。 ,0.301772466
597,1038,何 か の 間違い で あっ て ほしい 、 そう 思う の は 私 だけ か な 。 ,馬鹿 な こと を し た の は 間違い ない 。 ,0.301695819
41,734,さて 、 捜査 は 長期 に 渡っ て 行わ れ て 疑義 が 高まっ た こと から 逮捕 に 至っ た と 言う こと だろ う 。 ,夫婦 間 の こと は 、 他人 が 言う こと で は ない 。 ,0.30168385
172,601,晩酌 する 際 の お 酒 に メタノール を 混ぜ た の だろ う か ？ ,メタノール か 。 ,0.301618621
150,577,メタノール 、 メチルアルコール … 小さい とき 、 メチルアルコール と 言っ て い た が 、 今 は メタノール が 一般 的 ？ ,メチルアルコール 等 血 中 濃度 で 一 発 だし 。 ,0.301540117
723,793,嫌 なら 離婚 すれ ば いい だけ だろ 。 ,毒 母 は 見 てる だけ 。 ,0.30141386
973,1040,単に 別れれ ば いい のに 、 殺さ なく て も ・ ・ ・ ,別れりゃ いい のに ,0.301152502
125,904,御 長男 が 気の毒 だ 。 ,小学生 の 長男 が 心配 周り の 大人 に ケア し て もらえ ます よう に ,0.301146611
316,974,薬品 の 安全 管理 が でき て なかっ た ん です よ ね ,他 に いい 女 が でき た の か な ？ ,0.300914778
168,264,いずれ に せよ 、 子供 さん が 可哀想 だ と 思う 。 ,子供 さん が 、 一番 心配 だ 。 ,0.300866892
172,304,晩酌 する 際 の お 酒 に メタノール を 混ぜ た の だろ う か ？ ,死ぬ ほど の メタノール を 飲ま せる って 、 チューハイ に でも 混ぜ た の だろ う か ？ ,0.300791637
343,515,残さ れ た お子さん が 心配 です 。 ,いろいろ と 興味 が でる 事件 です が 奥様 は お いたわしい です し お子さん が 可哀想 です ね ・ ・ 。 ,0.300701834
326,1050,社名 出す 必要 ない 気 が する ん だ けど 。 ,バカ に 出す 　 薬 が ない わけ 　 よく わかり ,0.300701309
750,1037,この 人 、 勉強 は できる の だろ う けど ホント の 馬鹿 だ 。 ,天才 な の か 馬鹿 な の か 。 ,0.300637226
17,977,間違え まし た で は すま ない 逮捕 だ から こそ 、 誤認 逮捕 で は ない と 思い たい です 。 ,逮捕 ＝ 犯人 　 では ない から な 。 ,0.300531143
422,992,夫婦 の 間 で 一体 何 が あっ た の か 。 ,中 々 の 高学歴 夫婦 ,0.300520583
573,993,詳細 が 判 から ない から 、 他殺 な の か 、 自殺 な の か 、 判ら ない が 証拠 が 何処 に も ない という の も 謎 だ よ ね 。 ,自殺 ・ 事故 の 線 は ない の か ？ ,0.300130724
515,887,いろいろ と 興味 が でる 事件 です が 奥様 は お いたわしい です し お子さん が 可哀想 です ね ・ ・ 。 ,怪しい 事件 です 。 ,0.2997076
454,798,夫婦 揃っ て 有名 大 院 から 製薬 会社 。 ,周り から し たら 、 夫婦 揃っ て 超 エリート で 羨まし がら れ て い た ん で は ？ と 妄想 ながら 思う 。 ,0.299705038
457,980,子供 が 可哀想 だ 。 ,母親 を 父親 に 毒殺 さ れ 、 残さ れ た お子さん が 不憫 で 可哀想 過ぎる 、 、 、 ,0.299673718
810,939,自宅 で 飲まさ れ ちゃっ た の だ と し たら 、 悲しい なぁ 。 ,ばれ ちゃっ た ね 。 ,0.299633161
259,1012,なんか 、 コナン の 事件 とか に 出 て き そう な 事件 。 ,ドラマ みたい な 事件 だ な ,0.299605676
690,723,離婚 し て 別居 すれ ば 他人 と なっ て 晴れ晴れ と なる ん だ から ね 。 ,嫌 なら 離婚 すれ ば いい だけ だろ 。 ,0.299498432
431,978,何 が 不満 やっ た の やろ う 。 ,怪 体 な やっ ちゃ な 。 ,0.29939988
296,727,製薬 の プロ が こんな 分かり やすい 手口 使う の か な ？ ,院 まで 出 てる 製薬 の プロ が こんな メタノール とかいう 陳腐 な 事件 起こす か … ？ ,0.299388369
533,605,嫌 なら 離婚 すれ ば 良い だけ だろ う 。 ,研究 者 で 頭 も 良い 旦那 さん だ か も し 犯人 なら ,0.299373304
264,548,子供 さん が 、 一番 心配 だ 。 ,残さ れ た まだ 幼い 子供 の 行く末 が 心配 だ 。 ,0.299226874
433,478,可能 性 と すれ ば 、 旦那 の 不倫 の 三角 関係 の 縺れ とか か な 。 ,妻 の 不倫 の もつれ で 第三者 の 相手 に 毒 を 盛ら れ た か 、 旦那 の 不倫 が 許せ ず 、 自ら 命 を 断ち 、 旦那 に 濡れ衣 を 着せ た か 。 ,0.299189388
251,821,薬品 の 入手 ルート を 突き止め ない と ね 。 ,動機 と メタノール の 持ち込み ルート が 分から ない ので ,0.299128404
244,765,奥さん で 実験 し て た とか じゃ ない よ ね … 。 ,実験 なら 自分 の 体 で すれ ば 良い 。 ,0.29906641
