title,category,text
快温モードで「布団ぽっかぽか」ってどういうこと？パナソニック「暖房敷きパッド」で震える冬の夜が快適,経済,"寒さが身に染みる季節になってきました。特に就寝時の底冷えするような寒さに、悩まされる人が多いのではないでしょうか。かく言う筆者も末端冷え性で、就寝の30分前に電気ホットカーペットをオンにして、布団を温めてから眠りに入ります。それでも足元が冷たくて寝つきが悪く、朝の目覚めもすっきりしない！

そんな冬の眠りの悩みを解決してくれる新製品が、パナソニックの「暖房敷きパッド」！ 朝すっきり目覚められる「快温モード」の実力をレポートします。■製品情報

睡眠の経過時間に合わせて自動で温度調整をする快温モードや速熱機能に加え、アラーム機能も備える。温度は9段階から調整可能。標準寸法は約200×約100cmと、シングルサイズにぴったり。また、四隅には固定バンドがついており、ベッドから布団まで使える。電気代は「連続」コース使用時で約1.6円／hと省エネ。冷え性というと女性のイメージがありますが、近年、男性でも手足が冷たい人が多いそう。70歳を超えている筆者の父は年々、末端冷え性が深刻化し、今では裏起毛靴下をはいても冬は眠れなくなるほど。

温かい寝具や冷え対策をしても、なぜぐっすり眠れないのか。それは、睡眠時の体温と深い関わりがあります。和洋女子大学の水野先生によると人の体温は寝入りに向けて低下し、目覚めに向けて上昇する、V字型を辿ります※。そのため、その体温変化をしっかりとサポートすることが質の良い睡眠に重要なことがわかっています。（※引用：和洋女子大学家政学部服飾造形学科 准教授 水野 一枝氏のコメントより）

本製品は、睡眠時から起床時まで、時間の経過にあわせて温度調整を自動で行い、就寝中の体温変化をサポートしてくれる「快温モード」を搭載しているのが、最大の特徴です。モードは、一定温度に保つ「連続」／設定時間で暖房がオフになる「切タイマー」／就寝中自動で温度をコントロールする「快温モード」の3つを搭載。温度設定は好みに合わせて9段階から細かく決められます。温度目安は左画像のとおりです。"
都会住み、田舎住みそれぞれに聞いた　「都会VS. 田舎」どちらが人気なの？,経済,"日本トレンドリサーチを運営するNEXER（東京都豊島区）は、ロゴスホーム（北海道帯広市）と共同で「住むなら都会か田舎か」に関するアンケート調査を実施した。その結果、半数近くが「住むなら都会」が良いと回答した。

【画像】「都会VS. 田舎」、結果は？まず「住むなら都会と田舎どちらが良いか」と聞くと、「都会」（47.8％）、「田舎」（28.0％）、「どちらともいえない」（24.2％）という結果になった。

　「都会」と回答した人からは「田舎は近所づきあいが煩わしい。都会なら近所づきあいが希薄でも問題ない」（30代男性）、「この年齢になると、運転免許証を返納しても公共の交通機関を利用して外出出来る都会は最高の魅力」（70代女性）といった意見があった。

　「田舎」と答えた人からは「都会の喧騒に朝から晩まで浸っていたいと思わない。出勤や時々の外出で都会に触れられればそれで十分だと思っている」（30代女性）、「リモートワークの普及で会社に行く頻度も減り、利便性を追求する必要がなくなったから」（50代男性）といった声があった。回答を年齢別にみると、「都会」を選んだのは「30代以下」（52.8％）が最多で、40代、50代では「田舎」の割合（それぞれ26.4％、34.4％）が増えていた。一方で、60代は50代よりも「都会」を選んだ人が多かった。次いで現在の住まいと実際に住みたい場所に違いがあるか調査するため、現在住んでいる地域別に回答を集計した。

　その結果、「都会」に住んでいる人は63.1％が「都会」を、「田舎」に住んでいる人は45.2％が「田舎」を選んでおり、どちらも現在住んでいる地域と同じような環境に住みたい人が多い傾向がみられた。最後に「住みたい場所は年齢によって変化したか」と聞くと、「変化していない（変化しないと思う）」（62.0％）、「変化した（変化すると思う）」（38.0％）という結果になった。

　回答者からは「学生の時は田舎は何もなく遊び場やお店がたくさんある都会に憧れはあった。しかし実際に都会に自由に行き来できるようになった社会人から見たら、都会は便利だが人々は多いしにぎやかで、自然豊かな田舎のほうが落ち着くというか住みやすいと思った」（30代女性）、「現役時代は通勤に便利な場所、リタイア後は田舎暮らしでのんびりと、高齢化したらセーフティネットの整った都会と変化しました」（70代男性）といった声があった。

　調査は12月6～12日、インターネットで実施。調査対象者は全国の男女、有効回答数は500サンプル。"
ライダーに【お年玉情報！】　SHOEIの最新レーシングモデル　X-Fifteen（エックス-フィフティーン）に、追加グラフィックモデル「ESCALATE」（エスカレート）が登場！,経済,"MotoGPをはじめ世界のレース界で多くのライダーから高い支持を得ている現行X-Fourteen。そこから、さらなる高みを目指して生まれたニューモデルがX-Fifteen。優れた空力特性をはじめ、レースやスポーツライディング向けに最適化されたベンチレーションなどを備えたこのX-Fifteenは2023年1月26日から出荷が開始されるが、そこにはやばやと新たなグラフィックモデル「ESCALATE」（エスカレート）のラインアップが追加発表された。出荷時期は未定。

【画像7点】「SHOEI　X-Fifteen　グラフィックモデル」の写真を見る！【X-Fifteen ESCALATE】（エスカレート）
■価格：89,100円
■規格：JIS規格、FIM規格、MFJ公認
■サイズ：XS（53～54cm）、S（55～56cm）、M（57～58cm）、L（59～60cm）、XL（61～62cm）、XXL（63～64cm）
■カラー：TC-1(RED/BLACK)、TC-2(BLUE/YELLOW)、TC-4(GREEN/RED)、　 TC-5(BLACK/SILVER)、TC-10(BLUE/RED)
■構造：AIM+( Advanced Integrated Matrix Plus Multi-Fiber)　
強靱なガラス繊維と3次元形状とした有機繊維の複合積層構造を基に、高い弾性性能を持つ高性能有機繊維をプラス、軽量でありながらも剛性弾性に優れる高性能なシェル構造。
■付属品：布袋、ブレスガードJ、チンカーテンD、ロアエアスポイラー、シリコンオイル、防曇シート、SHOEIロゴステッカー、シールド用ステッカー（No.11ステッカー）・CWR-F2Rシールド：クリア、メロースモーク、スモーク、ダークスモーク、イエロー：各7,150円
・CWR-F2 シールド：クリア、メロースモーク、スモーク、ダークスモーク、イエロー：各6,600円※
・CWR-F2 ソフトスモークミラーシールド：シルバー：12,100円※
・CWR-F2 スモークミラーシールド：ブルー、ゴールド、ファイアーオレンジ：各12,100円※
・CWR-F2 PHOTOCHROMICシールド：22,000円※
・SHOEI DRYLENS 304：クリア：3,080円※
・CWR-F2Rティアオフボタン：クリア：462円
・CWR-F2Rティアオフフィルム：クリア：1,320円
・CWR-F2Rシールドベースセット：1,980円
・CWR-F2シールドベースセット：1,650円※
・Q.R.S.A. スクリューセット：880円※
・防曇シート用ピン：クリア：275円※
・X-Fifteen アッパーエアインテーク：各色：3,080円
・X-Fifteen アッパーエアインテーク ESCALATE：各色：4,180円
・X-Fifteen トップエアアウトレット：各色：3,300円
・TYPE-Pセンターパッド セット：各サイズ：9,130円
・TYPE-Pセンターパッド フロント：各サイズ：1,760円
・TYPE-Pセンターパッド サイド：各サイズ：1,760円
・TYPE-Pセンターパッド リア：各サイズ：1,760円
・TYPE-Pセンターパッド ネック：各サイズ：2,310円
・TYPE-P調整用パッド ハード：各サイズ：1,100円
・TYPE-P調整用パッド ソフト：各サイズ：1,100円
・TYPE-Pチークパッド：各サイズ：7,040円
・X-Fifteenチンストラップカバー：1,320円
・イヤーパッドD：880円※
・X-Fifteen内装セット：各サイズ：16,500円
・ブレスガードJ：1,100円※
・チンカーテンD：1,100円※
・X-14ロアエアスポイラー：1,100円※
・エアマスク6：3,410円
・ハイドレーションチューブ：2,750円
・No.13チークステッカー：880円
・SHOEI Universal Com Holder：2,750円※
・ヘルメット袋2：1,980円※
※2023年3月以降、価格改定予定。

レポート●NANA-KO　写真●SHOEI"
2022年「新車リース年間ランキング」発表！ 1位はホンダの軽自動車、2位はダイハツ製,経済,"個人向けカーリースサービス「おトクにマイカー 定額カルモくん」（以下、定額カルモくん）を提供するナイル（東京都品川区）は12月20日、2022年の「年間新車リース車種ランキング」を発表。N-BOX（ホンダ）が1位に輝いた。一方、伸び率1位はハイゼット（ダイハツ）だった。

【画像】「ランキング」を見る（8枚）

　調査期間は、2022年1月1日から2022年11月30日まで。対象多種は期間内に「定額カルモくん」で契約が行われた車種。ランキング結果は、

・1位：N-BOX（ホンダ）
・2位：ミライース（ダイハツ）
・3位：ハスラー（スズキ）
・4位：スペーシア（スズキ）
・5位：タント（ダイハツ）

となった。

　また、ナイルによるランクイン車種の解説は次のとおりだ。

●N-BOX（ホンダ）
「N-BOXの人気は、今年も相変わらず高い結果となりました。広い室内空間、スライドドアの利便性などから、軽自動車のスーパーハイトワゴン人気が続いていますが、N-BOXはスペーシア（スズキ）、タント（ダイハツ）、ルークス（日産）といったライバルに差をつけています。ホンダのブランド力に加えて、2020年末にマイナーチェンジ、21年末にも一部改良を行うなど、現行型の発売から5年以上たっても高い商品力を維持している点が高く評価されている理由だと考えられます」

●ミライース（ダイハツ）
「2位には、ミライース（ダイハツ）がランクインしました。ミライースは、定額カルモくんの中で最も安い価格で月額料金1万1830円から利用できること、また安さを感じさせないシャープなデザインの内外装であることから、人気を集めています。燃費の良さにも定評があり、先進運転支援も多くのグレードで標準装備と、安心感につながっています」

●ハスラー（スズキ）
「3位は、軽自動車のクロスオーバーSUV（スポーツタイプ多目的車）の先駆として、前モデルから人気のあったハスラー（スズキ）。2019年にデビューした2代目の現行型も、そのコンセプトを引き継ぐデザイン性の良さ、見かけだけではない走破性の高さなどで市場から高い支持を得ています。ライバルのタフト（ダイハツ）が前席重視の設計なのに対して、ハスラーは後席にも配慮が行き届いている点が好印象です」

●スペーシア（スズキ）
「4位にはスペーシア（スズキ）がランクイン。家族用に見られがちなスーパーハイトワゴンですが、スペーシア（スズキ）はスーツケースをモチーフにしたかわいらしい内外装で、広く人気を集めています。定額カルモくんの契約者でも女性比率が高いのが特徴です。2022年5月度の軽自動車販売ランキングでは、初めて王者N-BOXを上回り1位を獲得しています」

●タント（ダイハツ）
「5位には、軽自動車スーパーハイトワゴンの元祖であるタント（ダイハツ）がランクインしました。独自のセンターピラーレスのミラクルオープンドアなど、ユニークさで根強い支持を得ています。2022年の秋にはマイナーチェンジを受け、クロスモデルの「ファンクロス」を追加している点にも注目です」

　また、2021年からの契約伸び率が一番高かったのは、ハイゼット（ダイハツ）だった。2021年の12月に、16年ぶりのフルモデルチェンジをしたことが一番の要因だと考えられる。また、ライバルのエブリイワゴン（スズキ）がフルモデルチェンジから7年経過していることも、ハイゼットを後押しする結果となった。"
日銀が長期金利の上限引き上げ,経済,日銀は20日の金融政策決定会合で、長期金利の上限をこれまでの0.25％程度から0.5％程度に引き上げることを決めた。
日銀、長期金利の変動幅を拡大「プラスマイナス０・５％」に…事実上の利上げ,経済,日本銀行は２０日の金融政策決定会合で、長期金利を０％程度としている金利政策について変動幅を拡大した。従来の「プラスマイナス０・２５％」から「プラスマイナス０・５％」とした。事実上の利上げとなる。短期金利はマイナス０・１％を維持した。国内の物価上昇率は日銀の目標２％を上回るが、資源高が主因で、企業の価格転嫁や家計の所得改善が追いついていない。金融緩和で景気を下支えしつつ、金融市場に配慮したとみられる。日銀は今回の修正で、「金融緩和の効果が、企業金融などを通じ、より円滑に波及していく」としている。日銀は安定的な物価上昇を伴う持続的な経済成長を目指している。国内消費者物価の上昇率は４％に迫るが、日銀は「来年には１％台に戻る」との立場だ。企業収益の改善と賃金上昇の好循環が定着するまで金融緩和を続ける。黒田東彦（はるひこ）総裁は２０日午後、記者会見する。
キーウ停電「最長10時間」　無人機攻撃で被害拡大,経済,"【キーウ共同】ウクライナの民間エネルギー供給企業ヤスノのコワレンコ最高経営責任者（CEO）は19日、ロシア軍による同日の無人機（ドローン）攻撃を受け、首都キーウ（キエフ）の停電が最長10時間に及ぶと指摘した。病院や地下鉄などの重要な施設で復旧したが、電力供給の状況は「厳しい」と強調した。フェイスブックで述べた。

　コワレンコ氏は、これまでの攻撃で破壊され修復中だったインフラに加え、他の施設にも被害が広がったと説明した。ウクライナ空軍によると、18～19日にイラン製無人機「シャヘド136」と「シャヘド131」が飛来した。"
日銀　大規模な金融緩和策を修正　長期金利の変動幅を拡大へ　急速に円高進む,経済,"日銀がこれまでの金融政策を修正することを決定しました。長期金利の変動幅を拡大します。

日銀は19日から2日間開いていた金融政策決定会合で、現在の大規模な金融緩和策の修正を決めました。長期金利の変動幅を拡大します。

変動幅は現在のプラスマイナス0.25％からプラスマイナス0.5％に拡大します。これにより、市場では国債が買われ、長期金利が上昇する可能性もあります。

金利をめぐっては、アメリカとの金利差で円安が招かれていました。

日銀の決定を受けて為替は急速に円高が進んでいます。"
値上げを実感する商品　3位「牛乳・乳製品」、2位「野菜・果物」、1位は？,経済,"店頭調査や販促物制作などのサポートを行うmitoriz（東京都港区）は、「買い物行動に関するアンケート調査」を実施した。その結果、93.3％が値上げを実感していることが分かった。値上げを実感する商品カテゴリーは「パン・ベーカリー」（52.0%）が最多となった。

【ランキングを見る】値上げを実感する商品は？

　以下、「野菜・果物」（50.7％）、「牛乳・乳製品」（49.4％）と続く。上位10カテゴリーはいずれも30％を超えており、幅広い商品カテゴリーで値上げが実感されていることがうかがえる。「値上げを実感する」と回答した人に、「買い物する際の行動に変化はあったか」と尋ねた。62.4％の人が「ある」（「ある」24.9%、「ややある」42.0％の計）と回答した。

　どのような変化があったか質問すると、「店頭に足を運んでお買い得品を探す」（42.5％）が最多となった。その他、「同じカテゴリー内でより安い商品に買い替える」（38.2％）、「値上がりしたカテゴリーの商品を買い替える」（37.7％）といった声が寄せられた。

　回答者からは「特売や割引シールが貼られた品を探すようになった」（女性30代）、「値引き品など、その日安い食材で献立を考える」（女性30代）、「お店の中を以前よりぐるぐる周り、安い物を探すようになった」（女性50代）といった意見があった。

　調査は11月5～7日、インターネットで実施。対象者はmitorizの消費者購買行動レポートデータサービス「Point of Buy」の登録会員である全国の20～80代男女、有効回答数は2012人。"
ツイッターのポリシー決定巡る投票、有料会員に限定へ－マスク氏,経済,（ブルームバーグ）： 米ツイッターのオーナー、イーロン・マスク氏は19日、同社の主要ポリシー決定に関するユーザー投票を有料定額サービス「ツイッター・ブルー」の利用者に限定する方針を示した。マスク氏は「アンフィルタード・ボス」というハンドルネームのブルー利用者への返答で、有料会員だけが今後のポリシーについて意見すべきだとの提案に同意。「ツイッターはその変更を行う」と表明した。マスク氏は前日、ツイッターのトップを退くべきかどうかを問う投票をツイッターユーザーに呼び掛け、投票結果に従うと明言。投票総数の1750万票のうち約58％が同氏の辞任を支持したことが明らかになったばかりだが、同氏はまだ投票結果について正式にコメントしていない。ツイッター投票、マスク氏トップ辞任を58％支持－後任候補に注目原題：Musk Says Twitter Will Restrict Voting on Policy to Blue Members　（抜粋）(c)2022 Bloomberg L.P.
ゲームのフォートナイトで制裁金　米当局、子ども保護違反,経済,"【ニューヨーク共同】米連邦取引委員会（FTC）は19日、人気戦闘ゲーム「フォートナイト」で知られる米エピック・ゲームズに5億2千万ドル（約710億円）の制裁金を科すと発表した。子どものプライバシー保護違反と課金システムの違法性を認定した。エピックは支払いに同意した。

　FTCは、フォートナイトをプレーする13歳未満の子どもの個人情報を保護者の同意を得ずに収集したことが「児童オンラインプライバシー保護法」に違反したと認定。オンライン対戦の初期設定で音声通話が可能になっていたことなどが、いじめにつながったと指摘した。

　エピックにはソニーグループも出資している。"
30歳までに方向性を決めたい　「20代の転職」30代超がわかってない今どきの事情,経済,"コロナ禍の3年で、年代を問わず転職者が増えている。先々が見通しにくい不安感と、業績の停滞感のなかで、より手応えのある仕事を求める動きは、特に意欲ある若手社員に顕著だ。そこには、上の年代にはなかなか理解しにくい、自分が成長することへの強い思いがある。本稿では、2人の20代に話を聞いた。そこで見えてきたのは、20代をキャリア模索の期間と捉え、自らの成長に最適な場所を求める貪欲な姿だった。

【ランキング】男子就活生1万2000人が選ぶ就職人気ランキング

■「このままいくと20代の貴重な時間を 無駄にしてしまうのではないか」樋口剛史さんは2021年1月、5年間務めたメガバンクを辞め、AI契約審査プラットフォーム「LegalForce」を主事業とするリーガルオンテクノロジーズに転職した。

　安定した大企業からスタートアップへの転職は、かなり思い切った決断ではないかと思うが、樋口さんは「コロナ禍で、自分の成長が止まってしまうのではないかと考えました」と転職理由を語る。どういうことなのだろうか。

　2016年に新卒でメガバンクに入行した樋口さんは、最初の2年半を支店営業として過ごし、3年目に本店に異動。デリバティブ預金などの法人営業を担当するようになった。「社会の仕組みを知ることができた、という意味で、支店での経験も、本店での業務も、とても貴重なものでした」

　何事もなければ、メガバンクでの充実した仕事を、いましばらくは続けていたかもしれない。しかし、コロナ禍が、その思いを変えた。

　「業務量が激減したのです。こういった有事の際には、法人のニーズとして金融商品の優先順位は下がります。その状況であらためて自分のキャリアを見つめ直したときに、このままいくと20代の貴重な時間を無駄にしてしまうのではないか、と強く思いました」20代のビジネスパーソンが、みんなそのように感じるのかどうかはわからない。しかし、樋口さんは30歳ぐらいまでにキャリアの方向性を決めたい、とかねて考えていた。

　「もちろん、実際に転職を決めるに際しては葛藤もありました。経済的にも不安定になるかもしれませんし。ただ、それより自分の成長が止まってしまうとか、やれる業務の幅が広がっていかない、という不安のほうが勝りました。20代のうちに成長することで、将来的な報酬にもつながるだろう、という計算もありました」"
【海外通信】新生BMW XMは、M1以来の「Mオリジナル」。だがその実態は稀代のハイパークロスSUVだった。,経済,"ゴールドに縁取られた大きなキドニーグリルを持つ、BMW M史上初のPHEVが誕生。スポーツ系SUVの常識を覆す（かもしれない）野心作「XM」とは何者だ？（Motor Magazine 2023年1月号より）

【写真はこちら】電動化がもたらす未来に向けて「BMW M」は華々しいスタートを切った（全4枚）

M社の50周年記念モデル「XM」は予想されたM1のようなスポーツカーではなく、ランボルギーニウルス ペルフォマンテ、あるいはポルシェ カイエンターボGTやAMG GクラスのようなハイパークロスオーバーSUVであった。

M社の社長フランク・ファン・メール氏は「低く狭いスポーツカーよりも快適な空間を持ちしかも速い、ハイパーSUVが時代の要求である」と語った。

ICEとBEVの両方に対応するフレキシブルなプラットフォーム「CLAR（クラスターアーキテクチャー）」をベースとするXMは、サイズもシルエットもすでに発売中のBEV「iX」に近い。ただしM社が開発したパワートレーンは、4.4L V8ツインターボに最高出力197psを発生する電気モーターを組み合わせたパワー志向のPHEVを採用しており、システム総合出力は650ps、最大トルクは800Nmを発生する。

M社の発表によればこの、ゆうに2.7トンを超えるクロスオーバースポーツは、8速ATを介して0→100km／hを4.3秒で加速し最高速度は270km／hに達するという。さらに25.7kWhの容量を持つリチウムイオン電池により最高速度140km／hまでのEV走行を、82～88kmという実用的なレンジで可能にしている。

iXの高性能版であるiX xDrive 50が、システム総合出力523ps／最大トルク765Nmの電気モーターとe-AWDのコンビネーションによって0→100km／h加速を4.6秒でこなすが、XMはそれを凌ぐ。確かに「M」と呼ぶにふさわしいパフォーマンスの持ち主なのだ。エクステリアおよびインテリアのデザインは、2021年のバーゼル アート ショーで初公開されたプロトタイプに近い冒険的なものだ。照明付きゴールドフレームが与えられた八角形のキドニーグリルが、この上なく威圧的に立ち上がっている。

特徴的なキドニーグリル上部からボンネットにかけて伸びる2本のパワードームは、秘められたMパワーの存在を物語る。ボディサイドに回るとMデザインのドアミラー、そしてゴールドカラーのフレームが前後のサイドウインドウを取り囲んでいるが、これはリアウインドウ左右に配されたBMWエンブレムと同様にM1へのオマージュである。

カーブドディスプレイを中心としたインテリアはやはりiXシリーズに準ずるが、特筆すべきはリアコンパートメントのゆとりだろう。十分な広さはもちろん、快適な素材でパッセンジャーを歓迎してくれる。「Mラウンジ」と名付けられたこの空間もまた、新しい時代のスポーツクロスオーバーの価値を象徴するものだろう。価格はまだ発表されていないが、おそらく約17万ユーロ（約2500万円）と予想される。

ところで前述の社長ファン・メールはインタビューの中で、このXMシリーズには「レッドラベル」と呼ばれるさらなるトップモデルが存在することを明かした。その最高出力は550kW／748ps 、最大トルクは1000Nmと言われている。

M社は次の100年に向かって、スタートを切っているのである。（文：木村好宏／写真：キムラ・オフィス）"
「WWDBEAUTY 2022上半期ベストコスメ」　美容液部門1位は「コスメデコルテ」「アスタリフト」「ハーバー」など,経済,"「WWDBEAUTY 2022下半期ベストコスメ」を発表！ 「WWDBEAUTY」は、 百貨店・セミセルフショップ、バラエティー・ドラッグストア、ECで2022年下半期（5～10月）に売れた製品を調査。この期間に発売された新製品（NEW PRODUCT）のベスト3と、新製品だけでなく既存品を含めた総合（HERO PRODUCT）のベスト3を紹介する。百貨店・セミセルフ新製品1位は「コスメデコルテ（DECORTE）」“スノー クラリファイア”が輝いた。
 バイヤーは、「紹介した中でサンプルの戻りが非常に良いアイテム。購入に繋がる確率が非常に高い」と評価する。定番1位は「コスメデコルテ」“リポソーム アドバンスト リペアセラム”となり、「男性からの人気も高い」との声。バラエティー・ドラッグストア新製品1位は「アスタリフト（ASTALIFT）」“ザ セラム マルチチューン”となった。バイヤーからは「肌なじみと浸透力が良く、1本でハリ・美白・シワ改善にアプローチする優れもの」とのコメント。同率1位は「ラ ロッシュ ポゼ（LA ROCHE POSAY）」“N10 セラム”だった。定番1位は「ハク（HAKU）」“ＨＫ メラノフオーカスＺ Ｒ”で、「昨年のリニューアル以降、今年も実績好調」との声。EC新製品1位は、1位「ハーバー（HABA）」“"
午前の日経平均は小反発、自律反発期待　日銀総裁会見に関心,経済,"［東京　２０日　ロイター］ - 午前の東京株式市場で日経平均は、前営業日比７７円９０銭高の２万７３１５円５４銭と、小幅に反発した。前日までの続落を受け、自律反発を期待した買いが先行した。一方、米景気懸念がくすぶるほか、日銀の金融政策決定会合の結果発表と総裁会見を前にした手控えムードもあり、株価は伸び悩んだ。

日経平均は小幅に反発してスタートし、小幅高での値動きとなった。前日までの３営業日で９００円超下落しており、自律反発期待の買いが断続的に入った。指数は一時約１００円高の２万７３３９円４９銭に上昇した。ファーストリテイリングの上昇が約３０円、指数の押し上げに寄与した。

市場では「取り立てて材料もない中、ボックス相場が続いている。レンジは２万７０００円─２万９０００円に切り上がっており、下限に近づいたことで押し目買いが入った」（しんきんアセットマネジメント投信の藤原直樹運用本部長）との声が聞かれた。

前日の米国市場ではハイテク株安となったが、東京市場では半導体関連や電子部品はまちまちだった。為替が前日から円安方向に振れて輸出関連の一角は底堅い。政府・日銀による共同声明の見直しを巡る観測報道を受け、今後の政策修正への思惑から銀行や保険はしっかりだった。

ＴＯＰＩＸは０．４％高の１９４３．２１ポイントで午前の取引を終了した。東証プライム市場の売買代金は１兆１８５５億０３００万円だった。東証３３業種では、値上がりは海運業や保険業、鉱業など２８業種で、値下がりはサービス業やガラス・土石製品、パルプ・紙など５業種だった。

株主還元拡大の思惑が出た川崎汽船が大幅高となった。三井住友ＦＧは年初来高値を更新。第一生命ＨＬＤＧや三菱重工業は大幅高だった。一方、エムスリーは大幅安、東京エレクトロンは小安い。

東証プライム市場の騰落数は、値上がりが１１５２銘柄（６２％）、値下がりは５９０銘柄（３２％）、変わらずは９５銘柄（５％）だった。"
JR中央線「中古マンション価格相場が安い駅」　3位「八王子」、2位「日野」、1位は？,経済,"消費者の傾向、若者の価値観、働き方の変化――このコーナーでは、ビジネスパーソンの働き方や企業の戦略立案に役立つようなさまざまな調査データを紹介していく。

【一覧】中古マンション価格相場が安いJR中央線の駅TOP10

　住まいの情報を発信する「SUUMOジャーナル」は、東京・JR中央線で都内に位置する駅の中古マンション（50～80平米）の価格相場を発表し、価格相場が安い駅をランキング化した。1位は八王子市の「西八王子駅」で、価格相場は2730万円だった。

　中央線はリクルート住まいカンパニーが調査する「住みたい街ランキング（首都圏版）」で、2018年から5年連続「住みたい沿線ランキング」4位の人気路線だ。

　最も安かった西八王子駅は、中央線の都内最西端の駅である高尾駅の一つ手前に位置し、快速と通勤特快を乗り継ぐと新宿駅まで約48分、東京駅までは約1時間2分で到着する。

　西八王子駅には生鮮食料品店や飲食店、ドラッグストアなどが入る「セレオ西八王子」が併設。駅南口から徒歩約3分の場所には、スーパーや100円ショップ、クリニックなどを備えた「コピオ西八王子駅前」が21年10月にオープンした。南浅川の川沿いには「浅川ゆったりロード」が整備され、自然も身近に感じられる。

　2位は日野駅（日野市）で、価格相場は3930万円。駅の約15分圏内に市役所や市立図書館、市民の森スポーツ公園などの市の施設が点在する。駅前には飲食店のほか、スーパーやドラッグストアも複数あり、日常の買い物にも困ることがない。

　3位は1位の西八王子駅より一駅東京方面にある八王子駅（八王子市）がランクインした。価格相場は3939万円。町田・横浜方面と結ばれたJR横浜線も乗り入れている。八王子駅から徒歩5分ほどの場所には京王線・京王八王子駅もあり、駅周辺はにぎわいを見せる。JRと京王線の駅舎ともに商業施設が入った駅ビルがあるほか、ショッピングモールをはじめとした大型商業ビルが駅前に建ち並んでいる。

　4位は再開発で変化を遂げる豊田駅（日野市）で価格相場は3998万円。以下、国立駅（4725万円）、立川駅（4880万円）と続いた。

　調査対象駅は不動産情報サイトSUUMOに掲載されている中央線（都内）沿線の駅で、掲載物件が11件以上ある駅に限定。物件の対象は、駅徒歩15分圏内、物件の価格相場3億円以下、築年数35年未満、敷地権利は所有権のみ、専有面積50～80平米とし、22年8～10月のデータを抽出した。"
〔東京株式〕反発＝自律反発期待の買い（20日前場）☆差替,経済,"（前引け）【プライム】前日までの3営業日で日経平均株価が900円超下落したことで値頃感が強まり、自律反発期待の買いが優勢となった。米株価指数先物の上昇も支えになった。午前の終値は日経平均が前日比77円90銭高の2万7315円54銭、東証株価指数（TOPIX）が7．80ポイント高の1943．21と、ともに反発した。
　63％の銘柄が値上がりし、値下がりは32％。出来高は4億6783万株、売買代金は1兆1855億円。
　業種別株価指数（全33業種）では海運業、保険業、鉱業の上昇が目立った。下落はサービス業、ガラス・土石製品、パルプ・紙など。
　【スタンダード】スタンダードTOP20は小幅高。出来高1億9686万株。
　【グロース】グロースCore、東証マザーズ指数はともに軟調。

　（10時17分）寄り後からの日経平均株価はしっかりとなり、2万7300円を回復している。値がさ株のファーストリテ <9983> が反発し日経平均の押し上げ役となっているほか、海運株や保険株も高い。19日の米国株は軟調だったが、日経平均は前日までの3営業日で900円超下落しているため値頃感が強まり、押し目買いが入っている。
　19日の日経平均終値は200日移動平均線（同日時点で2万7247円）を小幅に下回った。同線は上向きで、下値のめどとして意識する向きもある。市場関係者は「日経平均は200日線を強く意識した展開が続くだろう」（大手証券）と話していた。

　（寄り付き）日経平均株価は前日比19円71銭高の2万7257円35銭と小じっかりで始まった。前日まで軟調な相場が続いた反動で押し目買いがやや優勢。海運、商社、保険などで堅調な銘柄が目立つ。一方、半導体関連の一角は売りが優勢となっている。"
日経平均、77円90銭高の2万7315円54銭で終了＝東京株式前場,経済,"20日午前の東京株式市場の日経平均株価は、前営業日比77円90銭高の2万7315円54銭で終了した。
　東証株価指数（TOPIX）は、7．80ポイント高の1943．21で終了した。"
