,Unnamed: 0,comment_sentence,label
436,115,薬害の歴史…10年後とか20年後に認めるのでしょうね、今まで通り拾い物置かせて頂きますお邪魔きました,1.0
92,16391,勝手に日本人て言葉を出さないで下さい。,0.0
362,41,「9割」の論拠がそもそも不明。,1.0
165,23987,データを出して反論出来るのかな？,0.0
41,2400,そういう場で自分の主張を押し通すことこそがあなたの最大の存在意義じゃないの？,0.0
169,25704,何を言っているのか。,0.0
248,34179,言い尽くされたネタばかり,0.0
382,61,なんかマヤわかっちゃった。,1.0
451,130,此処に枠沈っていう罠がなければ平和でしたわね,1.0
219,34034,こんなバ看護師が居るから、いつまで経っても看護師の地位が上がらねえんだよ(=_=),0.0
539,218,たとえその時結果を出せなかったとしても、いつか必ず違うかたちで自分のもとに戻ってくる。,1.0
546,225,プライマリーバランス黒字化だけでも廃止しないといけませんね。,1.0
588,267,最悪な環境にいると、寿命も縮まります。,1.0
306,34373,真っ当な批判を犯罪、差別にすり替えるってすごいね。,0.0
629,308,そう言えば、Amazon musicからロシアの作曲家の曲が減らされているって聞いているのですが、Amazon独自でしょうね。,1.0
77,15234,全く触れずにこんな糞みたいな煽りツイートか,0.0
604,283,今の日本の衰退の一端は、欧米式の成果主義を中途半端に導入した企業のせい。,1.0
408,87,でも、そんな輩医者の言うことを従順に聞いて実行してる愚かな国民も大量に居るんですよね…,1.0
607,286,出たよ,1.0
260,34211,すぐ嘘を、しかもすぐにバレる嘘を付くからお前ら支持されねえのよ,0.0
134,20102,笑いすぎてお腹が痛い,0.0
617,296,いや今年大問題なのは給湯器でしょうよ...,1.0
151,22823,コイツの方が、チンカスだろ。,0.0
619,298,100人にガシマンして何人が痛がって何人が気持よがったか、得意のデータで出してくださいよ得意のデータァァ！！,1.0
297,34355,全体主義思考の異邦人に言われたくない。,0.0
620,299,その柔らかな言葉で、製薬会社は、その後遺症に対する治療薬も売れるとか考えてたりして。,1.0
38,2345,張り裂けとけよ。,0.0
114,17810,だとしたら貴方には人として大事なものが欠けてますね。,0.0
402,81,子供は国の宝です,1.0
274,34241,ウソつくな。,0.0
258,34204,「女性であるが故に不利益を受けたり生きづらさを感じさせられたりすることのない社会を実現しなければ」という部分は大賛成だが、このツイートはちょっと...。,0.0
456,135,正にｯ！,1.0
71,9846,学歴じゃないと言うなら、大学名なんか出す必要なくないですか？,0.0
173,25767,何を言ってるのか分からない。,0.0
513,192,NHKの違和感に気付いて10数年。,1.0
288,34301,俺たち日本人の恥であるこのようなネトウヨがいるから、ヘイトスピーチ厳罰化が必要なんだよな。,0.0
13,1304,まぁ女叩きしてる時点でもてねえわな,0.0
23,2313,池戸万作が勝手にそう思ってるだけ,0.0
368,47,少なくとも私の回リの人々は全員夫婦別姓反対！,1.0
102,16444,寝言は寝てry,0.0
135,20899,議員なら真実の情報を広めたらどないや。,0.0
578,257,ためしに訴訟してみたら？,1.0
458,137,なんも思わないでしょ,1.0
128,19614,その上で発言しろよ(＃｀皿´),0.0
28,2323,君みたいなのしか居ないからだよ,0.0
42,2417,人として筋を通すことから始めた方がいいと思う。,0.0
70,7895,公文書改竄を推奨しろって事脳ミソ沸騰しとる,0.0
320,34429,大丈夫かこいつ頭がお悪くいらっしゃる、、,0.0
178,26712,他人と比べても何にもならないやっぱジジイのクセにガキなんだなw,0.0
195,33944,(´・ω・`)?,0.0
365,44,結局、これが今の日本の民度なんですよ。,1.0
589,268,謎理論すぎて草,1.0
559,238,患者さんの…話…ほぼ…聞けない…,1.0
217,34032,ねえ、もう少し勉強してから、考えてからツイートしない？,0.0
467,146,おはよう御座います。,1.0
572,251,かせると本質が不透明になり、お笑いのプロパガンダ利用倫理観欠如で日本会議理念の安倍晋三元首相は「私が国家だ」とんだ勘違いの傲慢不遜で権力私物化「政治とカネ」,1.0
237,34124,ほんとやかましい。,0.0
