,comment_sentence,label
45,南アフリカでコロナワクチン打つか悩むって言ってる人は「私には学がないから何を信じていいから判断しあぐねてる」って言ってて格差って大変だなって思ったけどアメリカは会話にすらならない。,1.0
46,はたしてそうかな,1.0
47,ツイ見てても気になるのは、自分の格差を見せ付けられることを極度に嫌がることかな。,1.0
48,そんなわけ無いに決まってるじゃないですか,1.0
49,子供がかわいそうでならない。,1.0
50,で、中共はその金で日本侵略を企ててる…と…何だそれ？,1.0
51,これを反貧困運動と断じて広めるのは反人権的です。,1.0
52,いくら説明しても無理それは既に治療が必要な洗脳されてる脳みそだと思います,1.0
53,各地で内戦が起こってるの草,1.0
54,汚染水と処理水は違うものだから、あるものはあるとかの問題じゃない。,1.0
55,3～5分に…,1.0
56,私もそう思います！,1.0
57,「自分は勇ましく戦う戦士！」のような「イメージ」即ち虚像にだけ溺れている人達「他人にそういうイメージで見てもらわないとヒステリーを起こす」（自分の矮小な正体がバレたと思うからだろう）,1.0
58,発症時期や病前の社会適応、知的能力、発達特性、見込まれる支援などなど、得られる情報は沢山あり、診察時に共有できる話題が見つかることも。,1.0
59,果たしてそんな人間は存在するのか？,1.0
60,要するに行動力がある人が成功する。,1.0
61,厚顔無恥と言うことばが、彼らの辞書には載ってない模様です。,1.0
62,役に立たなかった!,1.0
63,お金もかからず簡単なのでぜひ。,1.0
64,もう帰っていいんじゃない？,1.0
65,その格差を現段階では個々が埋めて行き助け合える世の中にしないとだよね。,1.0
66,この中学生は簡単に詐欺にかかりそうで怖いな。,1.0
67,いいわけはいいから絞首刑にして欲しい。,1.0
68,残念ながら日本の有権者の多くはそんな事何一つ理解していません。,1.0
69,あと、コストしか見ないアホ経営者が悪い。,1.0
70,合ってないんだからさ。,1.0
71,うちのまえの施設がそうですね,1.0
72,性欲を食欲に置き換えれば理解できるかな？,1.0
73,自分のアタマで考えられる人は政府がロクな事してないって簡単にわかるよ。,1.0
74,ろくでなし子(@6d745)さん や 柴田英里(@erishibata)さん,1.0
75,さらに…電子カルテが…重くなったり…要領悪かったり…すると…詰む…のです…,1.0
76,多くの方にその内容を知って下さい。,1.0
77,これで終わりにするつもり？…と感じました。,1.0
78,先の衆議院選挙の結果には暗澹としました。,1.0
79,教えて下さい,1.0
80,て,1.0
81, おはようございます,1.0
82,婚姻中に築いた財産は、夫婦の共有財産で、婚姻関係がいつからなのかが重要であって、名字は無関係。,1.0
83,イギリスはEU民が英語通じないから、通訳いれば理解する可能性あるだけマシ。,1.0
84,この方達は私達地球の仏様です,1.0
85,反コロナワクチンのわたしでも、牛乳の件（そもそも悪玉論的なやつとか・政府がごり押しとか？）はついていけない。,1.0
86,政治をサボっているなら話は別だが、政治家は政治家である前に人間でなくてはなりません。,1.0
87,そんな学歴を気にするなら卒業証書とか身分証で確認すればいいのにね。,1.0
88,昔の戦国武将や大名だって新しい文化に手を出せば今で言うオタクですよね？,1.0
89,オミクロンよりも、煽ってくる自称専門家や芸能人の方が怖いんですが…,1.0
90,最近(昔から？)増えたよな．,1.0
91,報道規制がなされ、多くの医師が本を出してまで訴えているのだから、否定するなら根拠を示してほしいですね。,1.0
92,実情がバレるまでポルポトを擁護したり文革を礼賛してた連中と同根でしょうねえ・・・,1.0
93,社会保障の削減一択。,1.0
94,新たな刺激や出会いが少なくなってきてるから好きなことや気になることのコミュニティには積極的に入るようにしたいです。,1.0
95,なるほどな。,1.0
96,向こうは軽い身体障害ではあるものの、顔は可愛いし、短大を卒業、転職を繰り返しましたが今はそこそこ高給取り。,1.0
97,キチガイ！！,1.0
98,愛子天皇はあり得ない。,1.0
99,シュン社長！,1.0
100,勝手な妄想でそれらしく言い募っているだけ。,1.0
101,かせると本質が不透明になり、お笑いのプロパガンダ利用倫理観欠如で日本会議理念の安倍晋三元首相は「私が国家だ」とんだ勘違いの傲慢不遜で権力私物化「政治とカネ」,1.0
102,おはよう御座います。,1.0
103,拡散しなくっちゃ,1.0
104,来年、みんなにとって、幸せな年でありますように,1.0
105,「投資はギャンブル」って投資に無知な人のセリフですよね。,1.0
106,と言うかその手の人間てホントに読んでるのかも割と疑問な気が(笑),1.0
107,すももさんが｢ガシマンはダメ｣って思い込んでるのだってメディアやSNSの影響なんじゃないの？,1.0
108,あまりワクチン接種、非接種でキツい表現しない方がいいですよ。,1.0
109,お金を稼ぐ目的の1つです,1.0
110,金がない人はレイプするでしょうね？,1.0
111,ためしに訴訟してみたら？,1.0
112,正しい行動があってこそ結果も出せますね,1.0
113,「本当は『俺が好きなものを批判するな』しか考えてないのに、それを堂々と言わずにもっと大きな概念を守ろうとしてるフリをする」,1.0
114,これ以上国民を苦しめるなよ！,1.0
115,「米国と協力して憎き中国に制裁を！」と叫び、米軍基地に反対する市民をプロ市民と揶揄するウヨ様達。,1.0
116,こないだは「左翼は圧倒的マイノリティ」と言ってたネトウヨさんもいたし。,1.0
117,足りない倫理観をまともな人が補わなければなりません。,1.0
118,いつもまだまだって思わせてくれる,1.0
119,とりあえず〇〇イズムは主義で、主義とは思想であって、それは置いといて、ご迷惑をおかけしました。,1.0
120,まさか私の親族以外は女性差別してると思ってますか？,1.0
121,コロナだー,1.0
122,「悪いことしない人」は「悪いことする人」や「悪いことする人を見て見ぬふりする人」から外れた「弱いもの」になって「弱いものいじめ」されるもの。,1.0
123,そして、同時に逃げ口上を必死に考えているはずです,1.0
124,社会性がなくなる前に,1.0
125,なるほど,1.0
126,そこに低収入がプラスされるとどうにもならなくなります。,1.0
127,でもそんなの、実態が伴わないから常に空回りしてるんだよね。,1.0
128,それが出来ないから｢,1.0
129,私も始まりだと思ってます。,1.0
130,本を読んで、成長するのは知能の内の極一部分だけだから、それだけで人としてどちらが知的に成長してるかなんで分からないですよ,1.0
131,ここまで対策を徹底してるからこの程度で済んでるとも言えます。,1.0
132,稚拙ですねぇ笑,1.0
133,修正されてませんよ？,1.0
134,バカな人間は。,1.0
135,結局、これが今の日本の民度なんですよ。,1.0
136,ロンドンで、タリバンの宣伝聞くより「虎８ニュース」の方に切り替えたら・・須賀川さん・・？,1.0
137,多様性とは？,1.0
138,いつも情報をありがとうございます,1.0
139,学校ではよく使われちゃう気がしますね。,1.0
140,安倍政権の支持率が6割くらいあったときは、反日や左翼も支持者に混じっていたことになるのか。,1.0
141,凍結されたよ！,1.0
142,そもそも今の政治体制が官僚政治という事に疑問を感じる、まずそこを潰して本来の政治家主体にしないと政治家って必要ない存在となる,1.0
143,「経済大国」を標榜するのなら国民の実態もそれに合っていなければおかしいですよね！,1.0
144,客観的に観てると「（自分の）まわり全員が迷惑してんだよ！,1.0
145,野田さんは事実無根だと言ってますが、元暴力団員が事実という証拠はどこにありますか？,1.0
146,「テレビに映っている姿が格好良いから」とか、「野党は批判するだけで何もしないから」とか、「与党様、与党応援党（維新とかね）に反対する奴等は悪だ」とかそういうバカが多いのが現状です。,1.0
147,こういう人こそ最弱オミクロンへの過剰な対策による経済疲弊を批判してほしいね。,1.0
148,過去の自分にはほっかむりして,1.0
149,あちら側は、極端に変態も多いですしね。,1.0
150,2歳の娘がいるのでブクマして、妻にも共有しました！！,1.0
151,ほんとたくさんの学びをありがとうございました,1.0
152,ん？,1.0
153,半島系の顔ね,1.0
154,解釈の仕方で変わりますよね。,1.0
155,これ自己責任ですか？,1.0
156,大日本帝国の極悪時代があるでしょう。,1.0
157,どうかご自分を責めないでください,1.0
158,ワクチンがなかった頃とワクチンのある今何か状況は変わりましたか？,1.0
159,別姓が良いなら婚姻届出さずに同居でいいでしょ？,1.0
160,何してもいいんやなぁ,1.0
161,日本国内でも感染者より停泊中の弁当の方が大きなニュースになってたし、ご担当者様、お疲れさまです。,1.0
162,好きなものを無茶苦茶な理由で批判されて存在まで「犯罪につながる」とまで言われたら、そりゃ普通怒りますよね？,1.0
163,何でセーシキさんが表現規制大好き統一教会？,1.0
164,遊び相手になってくれるのは安倍総理だけ。,1.0
165,あと、個人は分割できないが法人は分割可能だから税制の考え方も異なる。,1.0
166,ボロクソに言う世間に何の矛盾も感じることなく胡座をかいているのが太田。,1.0
167,米日が関係してるなどという話はありませんね。,1.0
168,北口は湾岸タワマンのようなニコニコ幸せそうな子育て勢、反対に南口は高齢者に半グレ夜職みたいなのばっか。,1.0
169,自分は豊かになりたい、でも気に入らないあいつは貧しくなってほしい。,1.0
170,太田は頭が悪いくせに、知ったかぶり、あんなんで芸人なんて、干されなきゃわからないのよ。,1.0
171,いやいや、一握りの反日活動家でしょうね！。,1.0
172,ある創作物で世の中全ての人の尊厳が傷つくならともかく世に出てるものは受け手によって創作物への評価が分かれるものだろ。,1.0
173,昔々の太古から馬鹿な愚民が圧倒的多数だったわけで、ガリレオさんの気持ちがわからないでもないです。,1.0
174,努力の量が圧倒的だよね,1.0
175,そうじゃない人のほうがたくさんいます。,1.0
176,ほんそれ。,1.0
177,まともな医師はいたただ利益優先強欲の医師免許持つ奴の声が大きすぎた最初の東京都のコロナ死者の発表は平均年齢70歳超えの基礎疾患ありの男性ばかりだったよな,1.0
178,もう滅茶苦茶だ12歳からやってるのだけでも、もうこんな社会にいたくないのに,1.0
179,中国で余った太陽光パネルを売付けられる緑のタヌキ！,1.0
180,こっちが本気になると「ジョークだ」と言ってごまかそうとする,1.0
181,いつまでステレオタイプのキモオタを妄想してるんですか……。,1.0
182,いや、若い人より高齢者の方がお金持ってるの当たり前だと思う。,1.0
183,仰る通りです。,1.0
184,＞消費者が不快感を呈して公共的な広告から温泉むすめが消えり、設定変えさせられても、それはＴＰＯの問題。,1.0
185,あ、それならオイラも現役いけます,1.0
186,多数決は正しいとは限らないのをご存知ない？,1.0
187,ワクチンの手配が遅れていると聞いていますが？,1.0
188,なんやこいつ自己責任やろw,1.0
189,「イヤなら観るな」で終了案件じゃねぇかいつまで我儘言ってるんだ？,1.0
190,そうでも無い気がします。,1.0
191,世間の人って御馬鹿さんなんだね、少しでも調べたらわかるよ？,1.0
192,所得税、消費税、社会保険料なども日本と同じか近いのでしょうか?,1.0
193,オミクロンだーってギャーギャー騒ぎ立ててるのはTVや新聞の中だけっすよ？,1.0
194,何でもかんでも結局最後に一律給付にする当たり一律給付信仰でもしているのは？,1.0
195,これを取り締まるのが旧態依然とした男性社会とけいさつ。,1.0
196,男をそういう見方しかしてないと。,1.0
197,もし「性欲がある全ての人間は性犯罪者予備軍である」と言うのなら、その理屈は合っている。,1.0
198,現実には補い切れませんが。,1.0
199,②仕事以外のコミュニティに入る。,1.0
200,一回まずは現場にいってみようね,1.0
201,は？,1.0
202,変革により気に入らない古い因習よ消えろ！,1.0
203,いわゆる「統計的差別」問題ですね。,1.0
204,そして俺にとって都合の良い社会になれ！というのがぶっちゃけ維新の原動力であり、Twitterにはそこら中に落ちているもの。,1.0
205,本当に高校生当事者からの切実な声なの…？,1.0
206,日本は天国。,1.0
207,でもこれ人種や性別などに忖度して数値弄って判定し出したら全く意味の無いAI分析になると思うんだけど、そんな判定に意味あるのかな？,1.0
208,今私立大学では「推薦入試」の名の下に、定員を満たすことに血道を上げている。,1.0
209,多数派仕事に夢中、恋愛に夢中、遊びに夢中浸潤は進行し、この間の衆院選では、共産党への投票率は、7.5%もあったそう。,1.0
210,学歴じゃないと言うなら、大学名なんか出す必要なくないですか？,1.0
211,必要だったのは聞いてくれる人とそこから離れる時一緒に居てくれる人。,1.0
212,気づいてないのはどっちw,1.0
213,資格取れば関係ないで,1.0
214,年の瀬に、誰しもが思ってる事をツイートする？,1.0
215,関関同立レベルで５割～６割は「推薦」で入学している。,1.0
216,保○所勤務で振り回されてバカらしいもう、この職場辞めます。,1.0
217,どうするの？,1.0
218,日本はそんな女性の国じゃないぞ。,1.0
219,社会人になりコミュニティが限定されてます。,1.0
220,出たよ,1.0
221,出せとか乱暴な言葉はやめませんか？,1.0
222,僕はタバコ大嫌いだよ,1.0
223,西原理恵子のエッセイでそんなのがあった。,1.0
224,お3方はじめそのフォロワーさんたちがいる限り、まだ希望はあると思います。,1.0
225,mTちゃん無糖さん,1.0
226,ゲーマー的に言えば、世界規模でリアル人狼ゲームの真っ最中です。,1.0
227,逆にその事のアンテナがビビって動いて聞いたり見たりで・・・。,1.0
228,今のままでいいんだ、行け！,1.0
229,「お互い様」とは、よく言ったもので。,1.0
230,まあ、共産主義なんて世界中で虐殺を引き起こして来たわけだしな。,1.0
231,多文化共生ってしなくてはいけないのですか？,1.0
232,普通に臭いから止めてくれですむ話だろうになぁ,1.0
233,マイラーズさん、応援しております,1.0
234,これに尽きるのよね。,1.0
235,時事ネタ風刺と毒が混ざってるタイプのジョーク。,1.0
236,昨日からTwitter始めました、とうまです！,1.0
237,米軍だけでなく、日本人の帰国者がオミクロンをばら撒いた！,1.0
238,貧困は不治の病だって。,1.0
239,デマを流すにしても悪質過ぎる。,1.0
240,あ、打ってか？,1.0
241,痛くて耐えられないと思う。,1.0
242,F1のグリッドガールは対立したから滅ぼされたんじゃない。,1.0
243,ツイッターは、関心があるテーマしか表示しないから、政治に無関心な層と交わることはない。,1.0
244,字幕とアナウンスだけで、えっ？,1.0
245,伝統と言うか因習ね。,1.0
246,おっしゃる通り！,1.0
247,仰る通りです。,1.0
248,その柔らかな言葉で、製薬会社は、その後遺症に対する治療薬も売れるとか考えてたりして。,1.0
249,それは簡単です。,1.0
250,おはようございます,1.0
251,遠い隣人のままでいきましょう。,1.0
252,私立ならいじめを受けないだろうという謎の価値観。,1.0
253,いや今年大問題なのは給湯器でしょうよ...,1.0
254,とてもじゃないけど「別姓じゃないと困ってる」人には見えない。,1.0
255,さすが多摩湖ナルコレプシー(@tamako_han)さんが、フェミニズムの細い細い糸を繋いでおられます。,1.0
256,沸点の低い人ほど多様性文化だ,1.0
257,自分の都合でずる賢く周りの顔色を窺い自説を曲げる奴は腹の底でいつ裏切るか分からない,1.0
258,自己満足してて草,1.0
259,ここのリプライの人達はなんで高学歴の人を馬鹿にしているのかな…,1.0
260,負の遺産多数,1.0
261,自分の時間を費やして誰から言われたわけでもなくやりたいからやってた。,1.0
262,経験談でいうと、目先の欲望を我慢できない、快楽が手に入ったら後の事はどうでも良くなってしまうんですよ。,1.0
263,愛国者の定義を変えなければいけないね。,1.0
264,その人の体とその人の人生なので。,1.0
265,コロナ関係だっけ？,1.0
266,orzそれが事実なら、日本みたいに米国でも人気のない夜道を女性1人で歩いたり、子供1人で通学させたりしてるんですかね…,1.0
267,オリジナルやアルファ株はともかく、デルタ株やオミクロン株なら寿命だと思う(´・ω・｀),1.0
268,行動にレッテルを貼り、ウイルス撒き散らす者達と言う解釈を広めた。,1.0
269,下層階級も知らないんだよ。,1.0
270,左派共に政治信条の押し付け合いなんだなぁって実感するわ。,1.0
271,何がおこつたの？,1.0
272,いろんな考えの人がいるので、人のことを馬鹿とかはどうなのでしょうか。,1.0
273,日本のパスポートは、世界最強。,1.0
274,大相撲は神事の一つです?,1.0
275,名目は平等を掲げているのに、やっている事は自分の価値観の押し付け、自分さえ良ければいいという利己主義でしかないんだから。,1.0
276,しかし、少なくとも第2次安倍政権以降の自民党は完全に狂ってる。,1.0
277,反ワク、自分が嫌なら打たなきゃいいだけなのに相手の高学歴を持ち出して腐すのが意味不明。,1.0
278,正解,1.0
279,何もかも給付も、差別マスクもガスマスク配布しないどう考えても#コロナもゴミクロンも弱毒#差別日本政腐,1.0
280,ふむ…＞,1.0
281,何をもって右翼、左翼なのか、歴史や国によってバラバラです。,1.0
282,れいわ新選組は「ピンクの共産党」という別名があるようですがその通りだと思います。,1.0
283,え？,1.0
284,真似してるんじゃ無いかな。,1.0
285,やっぱバイオレントファット太郎の名は伊達ではないのでは,1.0
286,そんなにフェミニスト名乗りたいなら、紙や電子世界に書かれたキャラではなく、実際の女性の権利を訴えるべきでは？,1.0
287,立憲民主主義の国である以上、当たり前のことだ。,1.0
288,マジョリティの数の暴力による少数派の弾圧・淘汰を防ぐために。,1.0
289,3億の損害賠償貰ったとして,1.0
290,ワクチンがなかったら大変な事になってたって本当でしょうか？,1.0
291,再犯同様初犯の危険性もあるんだしリスク０を求めるのは現実的じゃない。,1.0
292,仮にその人が本当にバイトだったとしても。,1.0
293,細胞から金を巻き上げ、豪邸に住む志位和夫の独裁も20年になりました?,1.0
294,違反者はどうなるんですか？,1.0
295,謝罪と沈静、そして自浄。,1.0
296,すごく、すごくすごく難しいことだよ、これは。,1.0
297,ネトウヨは本人がなりたくて選択してるので何を言われても本人の責任です。,1.0
298,地方はますます左翼に支配されていく・・,1.0
299,刑務所行きからのクビ離婚からの家族離散上級国民はええなぁ,1.0
300,付け加えるなら…,1.0
301,単なる日本の文化破壊にしか思えません。,1.0
302,議会しっかりしろ！,1.0
303,こんな世の中なのに僕はパチンコで負けて悩んでたんだ。と思いしらされましま。,1.0
304,ってより「フェミニストの化けの皮が剥がれた」かと,1.0
305,今さら反ワクチンなんかの意見聞いてる時点で担当大臣務まんないよね…,1.0
306,私が居た会社は365日24時間対応で問題が有れば即時対応独身者は年末年始GW等の連休の宿直強制参加宿明け後その日の終業時間まで勤務始業時間1時間前までに出勤し、当日の仕事準備,1.0
307,差別と言う言葉で、国民の言論の自由を奪う左翼。,1.0
308,それを言わずに話を違う方向に持っていNHK、すぐに騙される国民。,1.0
309,タバコ臭いし、もはや空気が全然違くて同じエリアでこうも違うのかと衝撃的な年末でした！,1.0
310,コロナだけ陽性者を感染者と呼ぶのは何故ですか？,1.0
311,事故責任なら就職氷河期の人も自己責任ですよね？,1.0
312,上智の８割は知らないが、私大は底辺大学ほど100％に近い「推薦」となる。,1.0
313,決められた金額で遊べば問題ない。,1.0
314,騒音被害。,1.0
315,本当に、本当におっしゃる通りだと思います！,1.0
316,別に。,1.0
317,2うるさいけど、オタクの性欲丸々詰め込んだ作品を公共でも楽しみたいというのはお気持ちじゃないのですかね,1.0
318,身に覚えが無いから異議申し立てしている最中です！,1.0
319,大切な人→元々、誰も友達いない信用、信頼→オオカミ中年なので元々信用も信頼もない借金→大手消費者金融から催促が来たが踏み倒し。,1.0
320,思考停止＆懐古主義,1.0
321,好きで路上生活してる訳じゃない。,1.0
322,G7から真摯に学び、科学的な分析に則り、人の往来再開に向けた道筋を示すべき時だ。,1.0
323,番組で使用した動画があるのだから、実際には何を言ってたのか確認できるだろうし、本人にもう一度取材して真意を確かめれば良いのに。,1.0
324,トルコ難民のクルド人などはその仲間と見て良いかと。,1.0
325,…コロナ騒動のお陰で情報操作するメディアに気付けてある意味よかった。,1.0
326,データーなしで　,1.0
327,子供は国の宝です,1.0
328,「G7で最も厳しい」という成果,1.0
329,日本で一番まともな民放と思われるテレ東の唯一の問題点は、パックンと池上を重用することですね。,1.0
330,誰かが言ったことを鵜呑みにしてるだけなんじゃないの？,1.0
331,打った人は口を揃えて言います。,1.0
332,実際にキャリア形成上の差別事例は身近でも聞いたことがあるし、医学部入試点数問題とかも典型的だな。,1.0
333,人手不足による医療機関のオーバーワークなどが起きないことを願います。,1.0
334,どんな主張も信じるのは自由だけど、その主張を基に他者を攻撃嫌がらせするのは看過できない。,1.0
335,ブースターで何人殺す気なのか・・・確か2月にロックダウン予定でしたね？,1.0
336,間違いなく参議院選挙は危険水域にアメリカも観ている。,1.0
337,パヨクだけがマトモ！,1.0
338,内輪の支持者しかいない番組なんて誰も見ないんだからさ。,1.0
339,手厚くするからラッキー！,1.0
340,ソロスとゲイツが買収した検査会社の方法。,1.0
341,品格は日本人力士にも当然求められていますが？,1.0
342,真の右翼は国民国土国益を守る事を第一に考えるから戦争を回避することを第一とします。,1.0
343,日本は苦しいと言いたいです,1.0
344,反日教育は近隣諸国条項とそれに従う政治家と官僚の影響です。,1.0
345,これに対して経済評論家の渡邉哲也は「人殺し！見捨てるのか？」というスローガンを掲げていた。,1.0
346,これはだれ？,1.0
347,「いじめられっ子が（強力な）反撃手段を持ったとしたら」って事かな,1.0
348,こんな事いうのが、意識高い系の知識人・・・？？。,1.0
349,そういえば、小さい頃に親から「テレビばかり見るとバカになるよ」と言われたっけ。,1.0
350,憲法違反するな～,1.0
351,だからその五輪貴族の実名を挙げてください。,1.0
352,我々日本人は農耕民族。,1.0
353,別に勝利は求めてないかな。,1.0
354,問題はそういう人たちを利用する輩ですね。,1.0
355,次の検査方法はもっと注意が必要です。,1.0
356,何度も繰り返すけど、女性が「女が胸を晒して路上を歩いて何が悪い」というのがフェミニズム。,1.0
357,ディズニーとハリウッドは今もC国に汚染されてるのか,1.0
358,今の日本の衰退の一端は、欧米式の成果主義を中途半端に導入した企業のせい。,1.0
359,余裕で。,1.0
360,「嫌なら見るな、関わるな」,1.0
361,罰を与えろ！,1.0
362,社会生活が煩わしい親族と関わりたくないから世捨てが気楽住所があると、税金や借金の取り立てが来るし、住所は無い方が気楽こんな方々にとっては、生活保護が迷惑だったりしますから、オナニーにならないよう頑張ってください,1.0
363,いや、そんな程度の話じゃないよね。,1.0
364,沖縄や本土に米軍の必要性を感じない、問題は基地に関わり生計を立てている人達の『稼ぎ』だ。,1.0
365,あと、Twitterのアイコンに（自分が作ったものではない）,1.0
366,国民を騙し導く為に、国が金を出して口も出している。,1.0
367,思い込みと偏見による先入観、たいへん失礼いたしました。,1.0
368,何でも海外の動きに合わせる必要はない。,1.0
369,そんなで知名度あげ,1.0
370,キョトン ( '-' )？,1.0
371,まさに漢って感じです。,1.0
372,ゲームやアニメのキャラを使って政治発言してる人もモヤモヤする。,1.0
373,理想とは？,1.0
374,薬害の歴史…10年後とか20年後に認めるのでしょうね、今まで通り拾い物置かせて頂きますお邪魔きました,1.0
375,悪い意味で人間らしくはあります。,1.0
376,だからそういう名前を名乗ってるのですか？,1.0
377,寿命縮めてもいる価値ないと思ったら逃げた方がいいですね,1.0
378,小学生の自殺者が急に出てきたのは、向精神薬漬けにされているからです,1.0
379,「関係ない」って怒ってるやろ。,1.0
380,元より公正な報道とはとても思えなかったので出演してる方々,1.0
381,きっちりとアタマに叩き込んでおこう。,1.0
382,馬鹿な大将は敵より怖いと言いますからね?なら馬鹿な国民は中国より怖いという事になるのかな？,1.0
383,スクショ,1.0
384,個人的にも痛感してます！,1.0
385,報道「する」自由。,1.0
386,&gt;,1.0
387,RT：山本太郎さんの経済政策は本当に正しいのですが、メッセージの出し方に左翼臭が漂うという問題があって、なかなか中道から右側の有権者に理解されないのが、本当に残念で仕方ありません。,1.0
388,知らないの？,1.0
389,こども食堂が増えてる日本、国は何をやっているのか。,1.0
390,まず主語がデカいと言いながら貴方の「ジェンダー問題を叫ぶ女たち」もまた、十分に主語がデカい。,1.0
391,賛成(-o-)/,1.0
392,因果関係認められないって事は否定も出来ないのでは？,1.0
393,そんな事あるの？,1.0
394,本当は貧しくないのに本当に貧しい人に向けた補助金を受給していた自民党員が居ましたね,1.0
395,これは本当に今からでもいいからやめてほしい。,1.0
396,これは司法試験の答案でこう書いても本当に合格できるのだろか？,1.0
397,今日も素敵な１日を,1.0
398,ぼくもその一端を担っていた。,1.0
399,&gt;,1.0
400,この一点に、岸田流鎖国の実像が凝縮されている。,1.0
401,ワクチンパスポートはアプリであるけど普及していない。,1.0
402,「政治的妥当性」に乗っかる日本と日本人が怖いですね。,1.0
403,サブカルチャーとは「まだ権威で箔付けされてない文化」です。,1.0
404,あげよ我々に向けての鼓舞ととらえてもおとなしくなった某野党への鼓舞ととらえても,1.0
405,もし、何かの事件だったらどうするの～？,1.0
406,おかげで日本は、SDGs後進国真っしぐら。,1.0
407,このアカウント（笑）,1.0
408,沈没客船セウォルの船長が、避難させなければならない学生達を見捨て、真っ先に避難してしまったように、韓国人に信義などありません。,1.0
409,男女関わらずアイドルは可愛い者では？,1.0
410,子ども同士の同調圧力を生み出しているのは、大人ですからね,1.0
411,でもアメリカだってトラムプ支持者の愛国趣味の輩は似たようなもんだからなぁー,1.0
412,筋トレしていて力んだ時に首筋をおかしくした事を謝罪します,1.0
413,これ以上社会経済活動を止められたら2年3年後には国中の中小零細企業は大変な局面を迎える事になる！,1.0
414,出せってなに？,1.0
415,法人税における中小企業の税率は軽減されているし、交際費が一部損金算入など中小企業しか使えない特例措置も多い。,1.0
416,地球温暖化を信じてなくて、現代の魔女狩りと言ってた人も打ってます。,1.0
417,間違いなく税金だぜ？,1.0
418,私たちの絶望は、私たちだけの絶望,1.0
419,そもそもなんで夫が元暴力団の人間だと首相の臨時代理順位2位になっちゃいけないんですか？,1.0
420,部署違うからよく知らんけど。,1.0
421,ちゃんと学習指導要領に沿って教えろ,1.0
