,comment_sentence,label
47,影響受けたととして、実行するのは個人の責任でしかないよ？,1.0
48,ツイッターは、関心があるテーマしか表示しないから、政治に無関心な層と交わることはない。,1.0
49,憲法とは関係ありません。,1.0
50,弱者に優しくはわかるが怠け者に優しくにもなるんだよな,1.0
51,新聞を止めて窓拭きとか靴の乾燥とかに困るかな？と思ってたけど時々、購読しませんかってサンプルを勝手に突っ込まれているのでそれで賄えた(￣▽￣;),1.0
52,日本人は本当にアメリカが日本を守ると思っているのかアメリカは自己都合で日本にいるだけましてや駐留費は日本持ち馬鹿にするのもいい加減にしろ,1.0
53,そうでも無い気がします。,1.0
54,今の日本に左翼などと呼べる勢力なんてほぼ居ない。,1.0
55,すべてが捏造かどうか分かりません。,1.0
56,暮らしにくい日本にどんどんなっているんです。,1.0
57,こういう事前の見回りと確認が悪質な犯罪を防ぐんだなぁ。,1.0
58,この最後の一文がまさになんですよね,1.0
59,経済力の観点でなくて自分の好みに合うかどうかでオトコ選んでますよね。,1.0
60,ジミンに洗脳された国民がバカすぎ。,1.0
61,…東南アジア出身者も近い内にそうなるでしょう。,1.0
62,パヨクだけがマトモ！,1.0
63,知らないことをギャンブル呼ばわりするとかバカすぎです。,1.0
64,メリットとデメリットのバランスを見極めたいだけ。,1.0
65,具体的に何をやるか一言も書いてない。,1.0
66,バカな人間は。,1.0
67,こういうのは武力を使わない戦争なんだよね。,1.0
68,ハリウッドはグローバルだけど、アメリカじゃ国内向けコンテンツはガラパゴスなんじゃないか？と思い至りました。,1.0
69,ないものをあると言ったから批判されている。,1.0
70,アメリカのセレブ紹介番組になっちゃうなｗ,1.0
71,支配してる世界を支配者が壊すのは自滅行為だからそれは有り得ないとのことです。,1.0
72,流石にそれはないと思います。,1.0
73,仮にその人が本当にバイトだったとしても。,1.0
74,やな奴だ,1.0
75,何を今更言ってるの？,1.0
76,足を洗っても本人どころかその身内までも否定しろと？,1.0
77,意見を表明することは全く自由です。,1.0
78,出せとか乱暴な言葉はやめませんか？,1.0
79,日本人の印象は、すでに、めちゃくちゃ良いです。,1.0
80,立憲民主主義は多数決ではない。,1.0
81,売上が6万じゃなく粗利が6万増えるのだから。,1.0
82,大相撲は神事の一つです?,1.0
83,考えが変わることは人間生きていれば常にありますし、個々人に「ここは譲れない」という線引きもあるでしょう。,1.0
84,罰を与えろ！,1.0
85,mTちゃん無糖さん,1.0
86,戦争が起こる→アメリカ軍が守ってくれる。,1.0
87,どこかにいっぱいたまってるんでしょうね。,1.0
88,本当に日本の事を思って考えて欲しいです。,1.0
89,無理して自分を殺して我慢してその人と付き合う必要なんかない。,1.0
90,まあ、おおよそ、そのお金は自民党に政治献金している企業に回るようになってますからね。,1.0
91,リプ欄引用リツ、共に地獄の様相…,1.0
92,狩猟民族の1頭売ったら幾ら、楽して沢山売れば儲かるとは違う。,1.0
93,まさかとは思いますが、見て見ぬふりとかになったら、政府からの指示があったと思わざるをえないですね。,1.0
94,エロでもなんでもないものをいやらしいと撤去されるのがいやなんだよ。,1.0
95,都合よくカウントする方向に基準もコロコロ変わってます。,1.0
96,地上波が一番のデマ源,1.0
97,何でもかんでも結局最後に一律給付にする当たり一律給付信仰でもしているのは？,1.0
98,国の税金の使い方がおかしいと感じてしまう政策が多すぎる気がします,1.0
99,なにを助けてくれるの現金配布,1.0
100,なるほどな。,1.0
101,これが社会インフラ整備会社の実態です。,1.0
102,これ自己責任ですか？,1.0
103,フェラーリ乗って身を切る改革,1.0
104, 責任を取れんのか？,1.0
105,全然違うねえ。,1.0
106,ワクチンの手配が遅れていると聞いていますが？,1.0
107,その通りよ,1.0
108,昔の戦国武将や大名だって新しい文化に手を出せば今で言うオタクですよね？,1.0
109,わざわざ登山して遭難した人には、「山に行くのは自由だが、遭難しても助けを求めるべきではない」とは言わないし、わざわざ海行って溺れた人にも、「海に行くのは自由だが、溺れても助けを求めるべきではない」とも言わないくせに。,1.0
110,約束破るのに、少しの躊躇、逡巡もない国とは永遠に決別で良い。,1.0
111,仮に規制して性犯罪が確実に無くなる保証はありますか？,1.0
112,ためしに訴訟してみたら？,1.0
113,人の動向を見てると、まだまだ恐怖がいっぱいいっぱいです。,1.0
114,国民はこの2年間でしっかり学習しました！,1.0
115,在日、帰化人や日本人のふりした工作員の方々からしたら、野党の方がまともに見えるかもだけど、普通の日本人からみたら野党がゴミすぎるわ。,1.0
116,社会性がなくなる前に,1.0
117,橋本さんの意見には賛同することが多いが、これに関しては賛同できません。,1.0
118,何時出るか、そもそも出るのか不明な一律給付を頼るとか有り得ませんね。,1.0
119,まともな医師はいたただ利益優先強欲の医師免許持つ奴の声が大きすぎた最初の東京都のコロナ死者の発表は平均年齢70歳超えの基礎疾患ありの男性ばかりだったよな,1.0
120,ムショではよろしくね,1.0
121,どこのアメリカ人が日本人のために闘うのかな？,1.0
122,西原理恵子のエッセイでそんなのがあった。,1.0
123,私は助けが多かったから救われたけど一人ならとても、、。,1.0
124,分別のある大人の言葉じゃない。,1.0
125,コロナだけ陽性者を感染者と呼ぶのは何故ですか？,1.0
126,そして俺にとって都合の良い社会になれ！というのがぶっちゃけ維新の原動力であり、Twitterにはそこら中に落ちているもの。,1.0
127,稚拙ですねぇ笑,1.0
128,結局は自分の物差しで喚き散らしているだけなんですよ,1.0
129,&gt;,1.0
130,ん～？,1.0
131,何か上手くいかない理由を見つけたいのだと思います。,1.0
132,ボロクソに言う世間に何の矛盾も感じることなく胡座をかいているのが太田。,1.0
133,何故母親の姓を名乗ってるかって、天皇気取りしたかったからですよね、おそらく。,1.0
134,知性と魅力は比例する。,1.0
135,たまに理解ある人がいることは関係ありません断交、それだけは日韓の正しいあり方です,1.0
136,僕は生まれた時から障害を持っていてそれをテーマにした小説を書いているのですが。,1.0
137,世界経済に絡む仕事をしている人と、小さな世界で党内＆票田に媚びながら総理大臣をやっている人の違い。,1.0
138,その破壊も物心両面でやるつもりなんでしょうね。,1.0
139,ブスってべつに容姿のことだけではないですよ。,1.0
140,メディアのメディアに都合の悪いことに対しての、ヘイトだろ…報道の自由なんてない。,1.0
141,中曽根、竹下、その他多数の大物政治家を見逃して来た日本の司法や検察には最初から期待はしてません。,1.0
142,「デスゲームで格差」って言われてラブデスターを連想してしまうの、TLの影響が強い。,1.0
143,マイラーズさん、応援しております,1.0
144,すごく、すごくすごく難しいことだよ、これは。,1.0
145,「本当は『俺が好きなものを批判するな』しか考えてないのに、それを堂々と言わずにもっと大きな概念を守ろうとしてるフリをする」,1.0
146,仲良くしてください！,1.0
147,なるほど,1.0
148,上智の８割は知らないが、私大は底辺大学ほど100％に近い「推薦」となる。,1.0
149,説明してよ。,1.0
150,「皆無」です。,1.0
151,そもそもこの人が「弁護士」ってのがウサン臭い。,1.0
152,ものすごくおかしい!,1.0
153,真似してるんじゃ無いかな。,1.0
154,これは本当に今からでもいいからやめてほしい。,1.0
155,ワクチン打てない人も居るんだわ、僕もだけど。,1.0
156,&gt;,1.0
157,信じているのでは？,1.0
158,各地で内戦が起こってるの草,1.0
159,それは表現の自由ではなく性教育の話では。,1.0
160,お気持ち×,1.0
161,国民を騙し導く為に、国が金を出して口も出している。,1.0
162,ほんまコレやぞ。,1.0
163,こんなマゾ向け仕様のクソゲーに参加してられっか！と販売元に返品したいのが正直な気持ちです。,1.0
164,拳は割と簡単に骨折するし。,1.0
165,そんな女性は、当然自分に釣り合うという意味の男性を求めるわけで。,1.0
166,残念ながら右翼方面からも失敗との声が大多数ですね,1.0
167,公約を破る事を「多様性」で美化しないで頂けますか？,1.0
168,それをテレビの向こうの視聴者は信じるんですよね,1.0
169,先生のツイートへのリプの中には、イベルメクチンを万能薬、さらには不老不死の薬のように吹聴するものが見受けられます。,1.0
170,外国人が増えれば、犯罪もふえます。,1.0
171,衝撃的でしたそろそろほんまにみんな考えないとですね！,1.0
172,寿命縮めてもいる価値ないと思ったら逃げた方がいいですね,1.0
173,②仕事以外のコミュニティに入る。,1.0
174,参考になります＾＾,1.0
175,余裕で。,1.0
176,そうすれば、言い分も納得できますが、出せます？,1.0
177,だから話し合いも理解しあおうとするのも、無駄だなって。,1.0
178,何でセーシキさんが表現規制大好き統一教会？,1.0
179,反日しても投獄されるし妹さんどうするんやろか,1.0
180,表現を規制する価値観は危険です。,1.0
181,愛国者の定義を変えなければいけないね。,1.0
182,しかもワクチソ打ってどれだけ被害出とるねん。,1.0
183,そんな事あるの？,1.0
184,気になさらない様に,1.0
185,10～15分でこなしてた外来が…,1.0
186,なんで1番の重要なポイントで逃げるかな。,1.0
187,いつまでも居座るのは何でなんだろう。,1.0
188,それを知らないはずはありませんよね？,1.0
189,履歴書に書ける経歴｣を身に付けようとみんな頑張るんですよ,1.0
190,両親には感謝しかありません,1.0
191,性格特性は遺伝子でも決まるから、これは充分に存在しうるだろうなあ。,1.0
192,キモイオタクキャラって定番すぎて、レベルで言えば「ほっかむり被った泥棒」と同じレベルまで浸透しているんだよね。,1.0
193,日本にはならない気がするそれが全て出来るまで何百年かかるかな……,1.0
194,ほんこれ。,1.0
195,細胞から金を巻き上げ、豪邸に住む志位和夫の独裁も20年になりました?,1.0
196,普通に臭いから止めてくれですむ話だろうになぁ,1.0
197,女の体を最も性的に見ているのは誰かという。,1.0
198,用意でけていない当然　労働貴族立憲でもダメ。,1.0
199,賛成(-o-)/,1.0
200,って気がつけるか？？？,1.0
201,御意。,1.0
202,ワクチン接種反対デモをマスクしてやれと言うのか？,1.0
203,…コロナ騒動のお陰で情報操作するメディアに気付けてある意味よかった。,1.0
204,さすがミソジニー/アンチフェミニズム界の上杉隆だ,1.0
205,多くの方にその内容を知って下さい。,1.0
206,ちゃんと学習指導要領に沿って教えろ,1.0
207,ちなみに未接種だけど、反ワクではありません,1.0
208,早慶を下に見やがって。,1.0
209,何気ない夫婦や親子の幸せなツイートがああいう連中には当て付けや嫌がらせに感じるだけなのですおはようと挨拶されただけで恋愛感情を抱かれてると思いこむストーカーと同じぐらい頭かメンタルがおかしいだけ(  °ω°),1.0
210,「イヤなら観るな」で終了案件じゃねぇかいつまで我儘言ってるんだ？,1.0
211,ただ体調にはお気をつけください。,1.0
212,酷すぎる,1.0
213,ぼくもその一端を担っていた。,1.0
214,逆に友人に知られるくらいアカウントバズらせたりますか！！！って今思ってます。,1.0
215,体調不良って2次反応のことだし、インフルエンザの予防接種だって打つのはメリットだと思うけどなあ後親の教育のおかげで子供がワクチン打ってないって自慢してる人はちょっと怖いと思います。,1.0
216,どこに来て行くねん、逆にパーティーには安っぽいやろと思ってましたが、あれまさかの普段がなんですか？,1.0
217,私立ならいじめを受けないだろうという謎の価値観。,1.0
218,そもそも差別の定義をご存知ないようなので、横から失礼。,1.0
219,『野党は批判ばかり』って言う輩統計改竄を賞賛しろって事,1.0
220,「投資はギャンブル」って投資に無知な人のセリフですよね。,1.0
221,その柔らかな言葉で、製薬会社は、その後遺症に対する治療薬も売れるとか考えてたりして。,1.0
222,自分達も日常生活で同じようなズルをしてるから共感するんだろうと思います。,1.0
223,米国議会に言いつけて、他国から誰かを叱って貰うと意見に賛同されたからでは？,1.0
224,&gt; ネトウヨのイメージ,1.0
225,そうなんだ！,1.0
226,勿論根拠なんて専門家じゃ無いから言えませんが、オーガニック愛好家理想の世界だと60億人以上死亡？,1.0
227,でも最高で3万3000円ほどでしょ。,1.0
228,おはようございます。,1.0
229,まったく同感です,1.0
230,2歳の娘がいるのでブクマして、妻にも共有しました！！,1.0
231,五輪のデモじゃなくてもデモ参加して金もらってたんだよね,1.0
232,普通は、楽しんでいますよいますよ、胴元のせいにするなら、人からお金をだまさないでくださいね。,1.0
233,己の罪を全て吐いて償って、どっかへすっこんでろ！！と言いたい。,1.0
234,しかも反省すらしていない体たらくさ,1.0
235,何度も繰り返すけど、女性が「女が胸を晒して路上を歩いて何が悪い」というのがフェミニズム。,1.0
236,(^_^;,1.0
237,ほんこれ,1.0
238,て,1.0
239,汚染水と処理水は違うものだから、あるものはあるとかの問題じゃない。,1.0
240,小選挙区制にしたせいで、党議拘束の効果も強くなりましたしね,1.0
241,H&amp;Mや海外資本のお店に行くとスパンコールいっぱいのワンピ売ってますね。,1.0
242,幸福の科学をもっと醜悪にしたような感じかぁ。,1.0
243,たとえ一割であっても、反対する声を誠実に傾聴し、合意を得るのが必須である。,1.0
244,Maica_n ちゃんの Hanakoさん、届いて。,1.0
245,日本国内でも感染者より停泊中の弁当の方が大きなニュースになってたし、ご担当者様、お疲れさまです。,1.0
246,と言うかその手の人間てホントに読んでるのかも割と疑問な気が(笑),1.0
247,同感です。,1.0
248,つまりパヨクだけがグレイト！,1.0
249,中共の国防動員法を日本で発令された際に、警察庁はどうするか何か方針を発表したのでしょうか？,1.0
250,まあ、私も誤字等多いが、同じ文章を何度も繰り返しツイートするならちょっとは推敲すればいいのに。,1.0
251,その時点でここまで馬鹿騒ぎし人類初のワクチンを躊躇なく子どもにまで打ちこむなんて夢にも思わなかったわ本当に愚かよ,1.0
252,立憲共産れ党支持者はこんな下ネタ嫌悪感しかない,1.0
253,そんなわけ無いに決まってるじゃないですか,1.0
254,数千人？の中のたった一人を連れてきて、あたかも全員ヤラセでした、と言わんばかりの映像を作って流したことは、公共放送局としての矜持を自ら踏み躙る行為かな？とは思います。,1.0
255,御左様がよくやる常套手段ですね。,1.0
256,2回目までは仕方がない？はい?？,1.0
257,かっこいいです,1.0
258,納得,1.0
259,年の瀬に、誰しもが思ってる事をツイートする？,1.0
260,辛いときこそ踏ん張り時だと思ってます,1.0
261,合ってないんだからさ。,1.0
262,え、このリプ欄や自分の周りを見る限り皆無ですが。,1.0
263,コロナ騒動で科学医療全体に懐疑の目が向けられる事になりました。,1.0
264,リプ欄が自己責任地獄マクロとミクロは分けて考えないとさ,1.0
265,自分で考えるということをしなかった結果ですね。,1.0
266,出てました。,1.0
267,あとは間違い。,1.0
268,フットワークが軽くて新しいことに対してオープンで、継続力があって、やるべきことをやり抜く忍耐力があって、注意散漫にならずに集中できる人。,1.0
269,キャッシュレスも犯罪と背中合わせ。,1.0
270,憲法に沿って反日教育が行われているとは、どういう事でしょうか？,1.0
271,男をそういう見方しかしてないと。,1.0
272,ちょっと違うかもしれません、日経の記事はＩＴ関連のような専門性の高い技能を持った人材の場合を取り上げています。,1.0
273,なるほどです,1.0
274,好意を持ってるのは、印象操作、世論誘導のますゴミ。,1.0
275,思い込みと偏見による先入観、たいへん失礼いたしました。,1.0
276,　ん?、アイドルもその内可愛いフリル系の服とかもダメになるのでは？,1.0
277,わたしは理解不能です。,1.0
278,わざと名前を言い換えて、印象操作しているのは事実。,1.0
279,ほんとは9割の人が排斥せよと言うようなのこそ守らなきゃならんので、量的な方面の話をする時でも、そうした基礎のところは忘れないでほしい。,1.0
280,言葉一つで人間関係が変わる。,1.0
281,おっしゃる通り！,1.0
282,真の右翼は国民国土国益を守る事を第一に考えるから戦争を回避することを第一とします。,1.0
283,自民は右・左というわけ方はできやんなぁーどっちの派閥もあるからどっちの派閥が力強いかで傾きが変わる最近できた安倍さんの派閥にはかなり期待してる。,1.0
284,正解,1.0
285,玉木さん、まともなこと言っちゃってどうしたの？,1.0
286,自らではなくその生き様しか無かった…だから女郎さん達は不自由で短い人生を艶やかに美しくあったんですよね,1.0
287,そもそも今の政治体制が官僚政治という事に疑問を感じる、まずそこを潰して本来の政治家主体にしないと政治家って必要ない存在となる,1.0
288,つまり皆でしょう。,1.0
289,反コロナワクチンのわたしでも、牛乳の件（そもそも悪玉論的なやつとか・政府がごり押しとか？）はついていけない。,1.0
290,手前が嫌っているというだけの話を女性だの人権だのに肥大化させてんのフェミとかポリコレリベラルの方だろ。,1.0
291,ロンドンで、タリバンの宣伝聞くより「虎８ニュース」の方に切り替えたら・・須賀川さん・・？,1.0
292,そうは言っても人手不足なら仕方ないんじゃないの？,1.0
293,今年はたくさんの気付きを頂きましたー良いお年を,1.0
294,だからこそもっと大切に丁寧に言葉を扱いたい。,1.0
295,アメリカはアメリカのためにしか闘わないよ。,1.0
296,2億じゃたりなくなるかな。,1.0
297,知能は過大評価されすぎ。,1.0
298,アメリカは明日でPCRから切り替わります。,1.0
299,やってますのホーズ。,1.0
300,自分は正義でオタクは悪なんですから,1.0
301,金がない人はレイプするでしょうね？,1.0
302, おはようございます,1.0
303,だって、サブカルのドラえもんもロボットアニメも、韓国発だって理解していた国なんだから,1.0
304,続ければ何かが見えて来るというのは、ホント実感します。,1.0
305,あれ見て、ほっかむりに対する差別だ！とか怒るようなものなんだよ。,1.0
306,その通りですね。,1.0
307,関関同立レベルで５割～６割は「推薦」で入学している。,1.0
308,いくら説明しても無理それは既に治療が必要な洗脳されてる脳みそだと思います,1.0
309,そういうこと言ってる時点であなたも同じです,1.0
310,司法ってなんだろーー（棒）,1.0
311,まぁ、それも嫌だけど。,1.0
312,特に個人経営的な小規模な店は１日6万の協力金でリストラせずとも充分凌げたはずです。,1.0
313,日本で言われている「多文化共生」は「他文化強制」ですよね！,1.0
314,無理のない範囲でやればいいのにと思う。,1.0
315,息子にもらったか聞いてみまーす,1.0
316,マイナス評価する人と、実際に企画をボツにする人は別人なんで、仮に経済的損失で訴えるならボツにした警察に対してじゃないかと思う。,1.0
317,同胞か，お花畑かな…,1.0
318,ほんとに、そう思います！,1.0
319,これ以上社会経済活動を止められたら2年3年後には国中の中小零細企業は大変な局面を迎える事になる！,1.0
320,仕方ないですよ～、加工するのは自民党の「お家芸」,1.0
321,てっぺいさん,1.0
322,未だに、安倍晋三氏をボロカスにしないと気が済まない。,1.0
323,幼稚園・保育園から小・中・高・大や専門、留年や浪人、不登校の有無、職歴、雇用形態や職種、必要なら会社名や企業規模、入試形態まで聞く派です。,1.0
324,一回まずは現場にいってみようね,1.0
325,同意です！。,1.0
326,年収の低い派遣労働者が結婚して子供を育てる事を躊躇するのは必然だと思うからです。,1.0
327,伝統と言うか因習ね。,1.0
328,尚RAAの設置に尽力したのは当時の国務大臣近衛文麿でした。,1.0
329,「自分は勇ましく戦う戦士！」のような「イメージ」即ち虚像にだけ溺れている人達「他人にそういうイメージで見てもらわないとヒステリーを起こす」（自分の矮小な正体がバレたと思うからだろう）,1.0
330,あれ？,1.0
331,いやいや、一握りの反日活動家でしょうね！。,1.0
332,日本は日本で生き残る術を模索したほうがいい。,1.0
333,今さら反ワクチンなんかの意見聞いてる時点で担当大臣務まんないよね…,1.0
334,でも何とも言えない閉塞感が漂うと思う。,1.0
335,戦争終わったようなもんでしょう？,1.0
336,じゃあ履歴書に読んだ本でも列挙してれば？笑,1.0
337,まずは、外国人労働者を排除することから始めましょう！,1.0
338,先輩(？),1.0
339,元々増やす計画のために無料PCRでしょ？(笑),1.0
340,朝から呟けばボロカスに叩かれてんなw,1.0
341,最後の砦　頑張ってください　,1.0
342,生まれつきの性質や出生地など本人に責任のないことで不公平に判断されるのが差別です。,1.0
343,違います。,1.0
344,国民の総意って、ああた……。,1.0
345,あくまで規制した海外の事象としてその事実があるから言っているのですよ。,1.0
346,政治に関しては楽な選択してるかも,1.0
347,なぜ？,1.0
348,投資は一年半前に始めたので、今は副業をどうするかを常に考えています。,1.0
349,沖縄や本土に米軍の必要性を感じない、問題は基地に関わり生計を立てている人達の『稼ぎ』だ。,1.0
350,2001年の出生数が1,1.0
351,勝手な妄想でそれらしく言い募っているだけ。,1.0
352,都心でオシャレで就活もしやすい大学を偏差値で集めたのはいいけど、MARCHという響きでやや軽く感じる。,1.0
353,叩かれたからゲリラ戦術に切り替えたか、まさかのまさかで関与してなかったり。,1.0
354,迷惑な人達ですね,1.0
355,そんな風にはなりたく無いですね。,1.0
356,もし「性欲がある全ての人間は性犯罪者予備軍である」と言うのなら、その理屈は合っている。,1.0
357,ギャンブルyoutubernoteなどで予想を売ってる人が言う全ては自己責任なんでしょ？,1.0
358,でも、そんな輩医者の言うことを従順に聞いて実行してる愚かな国民も大量に居るんですよね…,1.0
359,社会人になりコミュニティが限定されてます。,1.0
360,果たしてそんな人間は存在するのか？,1.0
361,なるほどな。,1.0
362,素晴らしい経済政策なのに、左側の一部の人にしか理解されないのが、もったいなさ過ぎますね。,1.0
363,いや、若い人より高齢者の方がお金持ってるの当たり前だと思う。,1.0
364,部署違うからよく知らんけど。,1.0
365,まるおびさん！,1.0
366,どんな主張も信じるのは自由だけど、その主張を基に他者を攻撃嫌がらせするのは看過できない。,1.0
367,勉強は本当に大事ですよね,1.0
368,そう言えば、Amazon musicからロシアの作曲家の曲が減らされているって聞いているのですが、Amazon独自でしょうね。,1.0
369,メイド・イン・ジャパンだけでなく、ユーズド・イン・ジャパンって言う日本の中古車だって信頼されてる。,1.0
370,今のところは怖すぎな人いないから居心地よいとこ,1.0
371,「吉本興業」は維新や高市早苗氏や最右翼支持の組織団体なんだろうかなんでもお笑いに化,1.0
372,今日200人宣言中なのでフォローして頂けたら嬉しいです,1.0
373,そうだよね～！,1.0
374,離職率が増える可能性があります。,1.0
375,地球のガンです,1.0
376,信用出来ぬ者とは協力出来ない！,1.0
377,今年ももっと幸せになるために日々の感謝を忘れず、チャレンジし続け、他者の役に立つようGiveし続けます！,1.0
378,まあ、若い女性だとキモいと感じるより、潔癖症すぎて理解できないんでしょうね。,1.0
379,2うるさいけど、オタクの性欲丸々詰め込んだ作品を公共でも楽しみたいというのはお気持ちじゃないのですかね,1.0
380,「男は」ってあんた、イケメンを男に入れないのはおかしいだろ。,1.0
381,蓮の花は泥の中で美しく咲き誇る風俗嬢も同じではないですか,1.0
382,本当にロクでもない制度ですよね,1.0
383,みんなが道徳を理解してれば素敵な世界が。,1.0
384,おそらく、逃げまくるでしょう。,1.0
385,何を言い出そうと左翼であることには変わらないからね。,1.0
386,あと、コストしか見ないアホ経営者が悪い。,1.0
387,表現の自由が全ての表現に適用されるのはその通りで、アニメ漫画表現もその例外ではないというだけの話なんだが？,1.0
388,フェミニストの横暴には抵抗しなきゃ滅ぼされるだけなのにな。,1.0
389,経験談でいうと、目先の欲望を我慢できない、快楽が手に入ったら後の事はどうでも良くなってしまうんですよ。,1.0
390,野蛮な拷問や階級制度を破壊して朝鮮国民に自由を与え近代化したことは誇れると思うよ。,1.0
391,外国人を入れなければ時給仕事の　時給は　上がるただ経団連政府はどんなリスクをとっても外国人を　入れるだろう,1.0
392,本当に貧しいか、確認しに街を歩いて見たらいいんじゃ？,1.0
393,さすが韓国人が大好きな国だけあるな。,1.0
394,内輪の支持者しかいない番組なんて誰も見ないんだからさ。,1.0
395,現実には補い切れませんが。,1.0
396,わざとやってる気もします。,1.0
397,なんとなくだけれど、この懸念、既にやっている組織がある気がする,1.0
398,生理を体験したいなら、魔法をかけてあげる。,1.0
399,こんなことをやる放送局に、受信料払いたくない。,1.0
400,人に移さない行動や対策をしてほしいですね,1.0
401,どの口が言う？,1.0
402,修正されてませんよ？,1.0
403,どの渡辺弁護士だろう？,1.0
404,知能は二の次。,1.0
405,そもそもですが基礎疾患によらず、ワクチン未接種により重症化したケースはどの程度あるのでしょう？,1.0
406,痛くて耐えられないと思う。,1.0
407,何でも海外の動きに合わせる必要はない。,1.0
408,思考停止＆懐古主義,1.0
409,日本に近づくな!!,1.0
410,副、と付くとどうしても大した事ないイメージになるし 副反応、副作用…どちらも重篤な状態など想像しませんよね,1.0
411,我々は絶対にフェミニストによる数多の差別や弾圧運動を忘れないし許す事は無い。,1.0
412,個人的にも痛感してます！,1.0
413,いや表現の自由を広く守るなら、なおさらアニメや漫画などの表現を軽く扱ったらダメでしょ。,1.0
414,出せってなに？,1.0
415,その格差を現段階では個々が埋めて行き助け合える世の中にしないとだよね。,1.0
416,自分たちと意見の違う者を勝手に線引きして、自分たちこそ正当だと勝手に振る舞っているのは、あなたも同じだと思いますけど。,1.0
417,自分は豊かになりたい、でも気に入らないあいつは貧しくなってほしい。,1.0
418,でもそんなの、実態が伴わないから常に空回りしてるんだよね。,1.0
419,なんも思わないでしょ,1.0
420,単なる日本の文化破壊にしか思えません。,1.0
421,違反者はどうなるんですか？,1.0
